,date,open,high,low,close,vwap,200_ma,100_ma,20_ema,volume,volume_ma,rsi,prev_close,$_change,%_change
0,1994-07-14 13:30:00,45.10937,45.46875,45.07812,45.375,45.30729,46.184217400000016,45.57343480000005,45.04307590337068,494200,546740.05,54.32838850572377,45.375,-0.2656300000000016,-0.5854104683195628
1,1994-07-15 13:30:00,45.34375,45.48437,45.32812,45.39062,45.40103666666666,46.18101425000002,45.558591000000035,45.076175341144896,49100,546995.05,54.56546436425288,45.375,-0.03125,-0.06887052341597796
2,1994-07-18 13:30:00,45.39062,45.57812,45.39062,45.46875,45.47916333333333,46.17867050000002,45.539841000000045,45.113563403893004,72300,530420.05,55.801331159721634,45.39062,0.0,0.0
3,1994-07-19 13:30:00,45.54687,45.5625,45.375,45.375,45.4375,46.17476425000002,45.52140350000004,45.13846212733176,609500,554025.05,53.90652392722922,45.46875,0.07811999999999841,0.17181030927834703
4,1994-07-20 13:30:00,45.40625,45.40625,45.0625,45.17187,45.21354,46.16952985000002,45.507184700000046,45.14164382949064,185300,556330.05,49.94890544353336,45.375,0.03125,0.06887052341597796
5,1994-07-21 13:30:00,45.17187,45.29687,45.07812,45.26562,45.21353666666666,46.16507670000002,45.491715900000045,45.15345108382486,86300,546650.05,51.71097452153967,45.17187,0.0,0.0
6,1994-07-22 13:30:00,45.375,45.40625,45.25,45.34375,45.33333333333334,46.16117045000002,45.477028400000044,45.17157479012726,151600,508105.05,53.19001177739101,45.26562,0.10938000000000159,0.24164034426127728
7,1994-07-25 13:30:00,45.35937,45.45312,45.3125,45.40625,45.39062333333334,46.15820170000002,45.46484090000004,45.193924810115135,120900,496460.05,54.39339862004107,45.34375,0.015619999999998413,0.03444796691936245
8,1994-07-26 13:30:00,45.39062,45.42187,45.3125,45.35937,45.36458,46.15468605000002,45.451559600000046,45.209681494866075,489600,502380.05,53.28682867533332,45.40625,-0.015630000000001587,-0.034422573984862405
9,1994-07-27 13:30:00,45.35937,45.35937,45.17187,45.35937,45.29686999999999,46.150701650000016,45.43952830000005,45.22393754297408,83200,237425.0,53.28682867533332,45.35937,0.0,0.0
10,1994-07-28 13:30:00,45.35937,45.57812,45.35937,45.45312,45.46353666666667,46.14687350000002,45.427184500000045,45.24576444364321,828200,263245.0,55.39158816672676,45.35937,0.0,0.0
11,1994-07-29 13:30:00,45.76562,46.04687,45.75,45.90625,45.90104,46.14531100000002,45.41687200000005,45.3086678299629,459100,272605.0,63.8660920234237,45.45312,0.3125,0.6875215606761428
12,1994-08-01 13:30:00,45.9375,46.15625,45.89062,46.125,46.05729,46.14187350000002,45.410622000000046,45.38641375091882,486300,276575.0,67.11410063821853,45.90625,0.03125,0.06807351940095302
13,1994-08-02 13:30:00,46.28125,46.375,46.03125,46.1875,46.19791666666666,46.13749850000002,45.402809500000046,45.46270767940274,505500,296250.0,67.99917557814311,46.125,0.15625,0.33875338753387535
14,1994-08-03 13:30:00,46.17187,46.23437,46.09375,46.20312,46.17708,46.13382660000002,45.39890320000005,45.53322313850724,144100,294715.0,68.22931056883283,46.1875,-0.015630000000001587,-0.03384032476319694
15,1994-08-04 13:30:00,46.17187,46.21875,45.92187,45.9375,46.02604,46.13054535000002,45.38984070000005,45.57172569674464,231700,302965.0,60.28921800056109,46.20312,-0.03125,-0.06763612500627664
16,1994-08-05 13:30:00,45.70312,45.84375,45.65625,45.78125,45.76041666666666,46.12617035000002,45.378590700000046,45.59168039229277,138400,302465.0,56.14973387069129,45.9375,-0.2343800000000016,-0.5102149659863979
17,1994-08-08 13:30:00,45.82812,45.9375,45.78125,45.89062,45.86979,46.12265470000002,45.36874690000005,45.62015083112204,328600,312695.0,58.307608683863364,45.78125,0.04686999999999841,0.10237815699658356
18,1994-08-09 13:30:00,45.71875,45.96875,45.71875,45.96875,45.88541666666666,46.12062345000002,45.355934400000045,45.653350751967544,105900,305125.0,59.82842636377299,45.89062,-0.1718699999999984,-0.3745209805402464
19,1994-08-10 13:30:00,46.0,46.1875,45.9375,46.14062,46.08854,46.118826550000016,45.34484060000007,45.69975734701826,840300,320505.0,63.02371814267066,45.96875,0.03125,0.06798096532970768
20,1994-08-11 13:30:00,46.03125,46.23437,45.73437,45.96875,45.97916333333333,46.11632655000002,45.33484060000005,45.72537569492128,876200,339605.0,58.05108202758365,46.14062,-0.10936999999999841,-0.23703626002424416
21,1994-08-12 13:30:00,46.04687,46.34375,46.04687,46.32812,46.23958,46.11546715000002,45.32968430000005,45.78277991445259,184100,346355.0,64.37967249644751,45.96875,0.07811999999999841,0.169941536369813
22,1994-08-15 13:30:00,46.375,46.48437,46.3125,46.3125,46.36979,46.11281090000002,45.323121800000045,45.833229446409476,325900,359035.0,63.9282296240341,46.32812,0.04688000000000159,0.10119124194981706
23,1994-08-16 13:30:00,46.34375,46.6875,46.15625,46.64062,46.49479,46.11179525000002,45.32015300000007,45.910123784846675,1089500,383035.0,68.86692669647276,46.3125,0.03125,0.06747638326585695
24,1994-08-17 13:30:00,46.70312,46.73437,46.57812,46.60937,46.64061999999999,46.10999835000002,45.322496700000066,45.976718662480316,133700,380455.0,67.91324940119671,46.64062,0.0625,0.1340033644492719
25,1994-08-18 13:30:00,46.45312,46.5625,46.40625,46.45312,46.47395666666667,46.10757645000002,45.32765290000007,46.022090218434585,620000,407140.0,63.20058486780342,46.60937,-0.15625,-0.33523302288788714
26,1994-08-19 13:30:00,46.46875,46.51562,46.3125,46.42187,46.41666333333333,46.10796705000003,45.33187160000006,46.06016448334557,103200,404720.0,62.26989533316005,46.45312,0.015630000000001587,0.03364682501412518
27,1994-08-22 13:30:00,46.4375,46.4375,46.28125,46.375,46.36458333333334,46.11062330000002,45.344684100000066,46.090148818265035,79700,402660.0,60.823181996572956,46.42187,0.015630000000001587,0.03366947518486779
28,1994-08-23 13:30:00,46.57812,46.85937,46.51562,46.64062,46.67186999999999,46.11351390000002,45.36640280000007,46.14257464509694,268600,391610.0,65.68833639012387,46.375,0.2031199999999984,0.43799460916441707
29,1994-08-24 13:30:00,46.6875,47.14062,46.67187,47.14062,46.98436999999999,46.11859200000003,45.391871500000065,46.237626583659136,254700,400185.0,72.58894168153105,46.64062,0.04688000000000159,0.10051324360611327
30,1994-08-25 13:30:00,47.09375,47.20312,46.89062,47.01562,47.03645333333333,46.12288885000002,45.422965200000064,46.31172119473922,147400,366145.0,68.86039477032618,47.14062,-0.04686999999999841,-0.09942593033353912
31,1994-08-26 13:30:00,47.125,47.78125,47.125,47.6875,47.53125,46.12882635000002,45.451715200000066,46.44274774762118,339500,360165.0,75.9971188405671,47.01562,0.10938000000000159,0.23264608655591817
32,1994-08-29 13:30:00,47.8125,47.98437,47.64062,47.65625,47.76041333333333,46.135232600000016,45.48015270000007,46.55831939070489,350300,353365.0,75.13459964065856,47.6875,0.125,0.2621231979030144
33,1994-08-30 13:30:00,47.64062,47.85937,47.57812,47.78125,47.73958,46.14117010000002,45.507652700000065,46.67478897254252,36000,329890.0,76.29359581613521,47.65625,-0.015630000000001587,-0.03279737704918366
34,1994-08-31 13:30:00,47.70312,47.89062,47.59375,47.65625,47.71354,46.146638850000016,45.53734020000007,46.76826145134799,356200,340495.0,72.64698972440863,47.78125,-0.07813000000000159,-0.16351602354480385
35,1994-09-01 13:30:00,47.5,47.53125,47.32812,47.5,47.45312333333334,46.15023260000002,45.563590200000064,46.83795083693389,294600,343640.0,68.25529814013831,47.65625,-0.15625,-0.32786885245901637
36,1994-09-02 13:30:00,47.71875,47.71875,47.21875,47.29687,47.41145666666667,46.15406070000003,45.58843390000007,46.88165742389258,99600,341700.0,62.92924542911106,47.5,0.21875,0.4605263157894736
37,1994-09-06 13:30:00,47.26562,47.35937,47.125,47.3125,47.26562333333334,46.15859195000003,45.615778900000066,46.9226900501885,229800,336760.0,63.167406614789826,47.29687,-0.03125,-0.06607202548498453
