,Unnamed: 0,date,open,high,low,close,200_ma,20_ema,100_ma,volume,volume_ma,rsi,relative_vol,atr,prev_close,$_change,ov_ni_%_change,day_o_c_delta%,hofd_o_delta%,lofd_o_delta%,hofd_lofd_delta%
436,635,2011-05-16 13:30:00,7.109096000000001,7.276594999999999,7.00743,7.0440960000000015,5.675882779999995,7.2142236140789695,6.727776019999994,12731776,13391756.8,46.28945082456874,0.9507173845928862,0.2750992922077643,7.178261999999998,-0.06916599999999827,-0.9635480008949004,-0.9143215958822261,2.356122353671938,-1.4300833748763653,3.8411371929508866
437,636,2011-05-17 13:30:00,6.961596000000001,7.055763000000002,6.8582649999999985,7.024096000000001,5.689990974999995,7.196116222261924,6.738517579999996,17787080,13196102.0,45.74264753257322,1.3479041007715764,0.25569896915582313,7.0440960000000015,-0.08249999999999957,-1.1711935782817209,0.8977826349015369,1.3526639580923763,-1.4843004391522072,2.8797079144652926
440,639,2011-05-20 13:30:00,7.223260000000002,7.249095,7.0582460000000005,7.10993,5.735028044999996,7.196415275941534,6.776558869999994,12927488,12971969.0,48.2466970834459,0.9965709908804128,0.22926648698761315,7.265761,-0.04250099999999968,-0.5849490507601293,-1.5689591680211046,0.357663991051105,-2.284480968427013,2.7039153920109777
443,642,2011-05-25 13:30:00,6.749933,6.989330000000002,6.747433,6.906598,5.775135979999996,7.1101128340009705,6.803592759999996,16633784,13975449.2,43.67071479604208,1.1902146229403492,0.2347112210728993,6.832433,-0.08249999999999957,-1.2074761655181923,2.320986000898074,3.546657426081136,-0.037037404667578044,3.5850226300876433
444,643,2011-05-26 13:30:00,6.849098,7.045763000000001,6.818266,7.0099300000000015,5.7911358199999965,7.100571611715162,6.812417669999998,13210728,13988660.8,47.14435065979397,0.9443883291529952,0.2329076658046744,6.906598,-0.057500000000000114,-0.8325372346848637,2.3482216198396033,2.8714000004088307,-0.45016146651718675,3.3365814710074453
447,646,2011-06-01 13:30:00,7.258261999999998,7.269094,6.809099000000002,6.827431,5.8415644799999935,7.092927391939781,6.840342389999997,26533476,15021953.4,43.20222271084034,1.76631329451468,0.2864984527613472,7.316594,-0.05833200000000094,-0.7972562096516622,-5.935732273097867,0.1492368283206298,-6.188299623243098,6.755592773728187
450,649,2011-06-06 13:30:00,6.559102,6.585767,6.354936,6.374936,5.883493229999992,6.959542817764275,6.853850579999998,17938664,14798793.8,34.360010526006086,1.2121706838026218,0.2583523785086933,6.599100999999999,-0.039998999999999015,-0.606128016528297,-2.8077928960397363,0.4065343091173074,-3.112712685364549,3.632310380466449
452,651,2011-06-08 13:30:00,6.349103,6.398187,6.249937999999998,6.280771,5.910572129999991,6.843949204564407,6.8535172699999976,21049468,15439506.6,32.6877127877225,1.363351080143973,0.21379152541114,6.36827,-0.019167000000000375,-0.3009765603531317,-1.076246518602718,0.7730855839005869,-1.5618741734068882,2.3720075303147277
454,653,2011-06-10 13:30:00,6.332438,6.3457690000000015,6.098272,6.140772,5.938796849999991,6.739725625505104,6.849575649999998,19471380,15366264.4,32.358645636468985,1.2671511756624465,0.2381211080437665,6.411603,-0.07916499999999971,-1.2347146259679478,-3.02673314764392,0.21051923445601456,-3.6978806582867465,4.058477549049991
460,659,2011-06-20 13:30:00,6.074938,6.257446,6.067439,6.224938,6.017100229999992,6.48028084705556,6.838181589999998,10209772,15274965.0,40.04952934438162,0.6683990437948629,0.2334599662509535,6.125771,-0.0508330000000008,-0.8298220746417192,2.4691610021369677,3.004277574520093,-0.12344158903350362,3.131584841644054
462,661,2011-06-22 13:30:00,6.428269,6.544101,6.364936,6.374104,6.042337479999992,6.470713446229155,6.839156599999997,11653808,15144561.4,45.0418019696449,0.7695044902389844,0.23236191851616145,6.486602,-0.0583329999999993,-0.8992844019102654,-0.8426063066122502,1.801915881242682,-0.9852263494262621,2.8148751220750725
470,669,2011-07-05 13:30:00,7.155761999999998,7.209928,7.095762,7.159928,6.1435864549999915,6.608154462962308,6.833611659999997,11526688,14514339.6,63.48183568202658,0.7941586264110838,0.2296240750180745,7.169095,-0.01333300000000026,-0.1859788439126593,0.05821881722731202,0.7569564219715703,-0.8384851256930951,1.6089322048851131
471,670,2011-07-06 13:30:00,7.109096000000001,7.224094,7.053263,7.195761999999998,6.157557149999992,6.664117085537328,6.836482469999997,13177100,14543115.8,64.12608396067951,0.9060713110735183,0.21492580626355584,7.159928,-0.05083199999999888,-0.7099512732530114,1.2190860835188813,1.617617767434833,-0.7853741178906668,2.422013754484977
475,674,2011-07-12 13:30:00,6.809099000000002,6.971247999999999,6.759099000000001,6.7674330000000005,6.212624949999992,6.792403190051007,6.836672479999998,20131460,14729047.6,50.05851318978717,1.3667862679729543,0.2835211301068282,6.865765,-0.056665999999999,-0.8253413858470106,-0.6119164958535789,2.381357650990206,-0.73431154400899,3.1387171574199213
479,678,2011-07-18 13:30:00,6.717433,6.739099,6.477435,6.618267,6.258995309999992,6.772079101766432,6.826522569999997,24173940,16072532.2,46.5981995588151,1.5040529830140892,0.28189277554161346,6.808265,-0.0908319999999998,-1.3341431333827312,-1.4762484419271382,0.3225339203234424,-3.5727635839464265,4.039623709076209
483,682,2011-07-22 13:30:00,7.210761,7.260761,7.104096000000001,7.238261,6.310702289999994,6.8795324365634825,6.837749549999996,14488932,16513168.8,59.70014497190297,0.8774168165712688,0.2457670617924633,7.212428,-0.0016670000000003071,-0.023112882374705258,0.3813744485498807,0.6934080882725114,-1.4792474747117355,2.205277068327884
485,684,2011-07-26 13:30:00,7.1007630000000015,7.123262,6.977264,7.027430000000002,6.335177049999994,6.9134707700667075,6.841799519999998,15855192,16754082.4,53.94693194233211,0.9463479778516548,0.21864922225826072,7.10993,-0.009166999999999705,-0.12893235235789527,-1.0327481708655797,0.31685327337356467,-1.739235628621904,2.0924820961339647
486,685,2011-07-27 13:30:00,6.914097999999999,6.914931,6.550768,6.582435,6.344689459999994,6.881943553869879,6.838666229999998,25193024,17402621.6,43.89479389000779,1.447656828899848,0.2831524166936956,7.027430000000002,-0.11333200000000156,-1.6127090557999373,-4.796909155756817,0.012047847745302018,-5.254915391711248,5.559088644262787
506,705,2011-08-24 13:30:00,4.274957,4.502455,4.242624,4.483289,6.337874934999987,4.878982771125145,6.4918051799999965,46331956,54109530.2,40.87665852040625,0.8562623964530374,0.3840915209809327,4.3041230000000015,-0.02916600000000092,-0.6776293335483421,4.873312176005523,5.3216441709238405,-0.7563350929611573,6.124299490126868
508,707,2011-08-26 13:30:00,4.198291,4.528288,4.003292,4.479122,6.328337534999987,4.788350604027613,6.437372399999994,50740536,56272263.2,42.02338173823596,0.9016970904415303,0.4244871055517745,4.269124,-0.07083299999999948,-1.6591928461201757,6.689174237802955,7.860269809786878,-4.644723293359134,13.114107089865035
510,709,2011-08-30 13:30:00,4.811619,5.009117,4.70662,4.905784,6.325050064999987,4.806566063614441,6.392664499999994,41673536,55647093.6,48.40595612044943,0.7488897138016926,0.390178809372873,4.869951,-0.05833200000000005,-1.197794392592452,1.957033588902184,4.104605954877131,-2.182196886328703,6.427053809315384
512,711,2011-09-01 13:30:00,4.990783,5.1291150000000005,4.800219,4.823285,6.324400069999987,4.824319108763747,6.351255729999994,44807440,55124660.8,47.210032795118465,0.8128383803134441,0.35337083027224103,4.994116,-0.0033329999999995863,-0.06673853791140588,-3.3561467208652456,2.7717494429230864,-3.818318688670699,6.8516873917627565
516,715,2011-09-08 13:30:00,4.639953,4.8007849999999985,4.539955,4.5724540000000005,6.313602264999987,4.7262803852468895,6.259264989999995,40627028,46900938.4,45.13454686464549,0.8662305997698332,0.3495047080158264,4.708286,-0.06833299999999998,-1.4513349443937766,-1.4547345630440598,3.466242007192709,-2.1551511405395756,5.745211130947301
525,724,2011-09-21 13:30:00,4.729119,4.775786,4.291624,4.294956,6.2859454499999865,4.642763723373976,6.023073919999996,64955196,44487039.6,42.16902285017802,1.4600925704213412,0.3376028122057936,4.731619,-0.0025000000000003912,-0.05283603772832071,-9.180631741345477,0.9868011356872229,-9.251088839168569,11.281556818584304
527,726,2011-09-23 13:30:00,3.810795,4.014958999999998,3.799129,3.954127,6.270178944999987,4.511378462897972,5.951395469999998,44408460,45335590.4,38.26062982515724,0.9795496123063614,0.3529357068657589,3.879128,-0.06833299999999998,-1.7615556898354472,3.761209931261063,5.357517263458103,-0.30613034812945733,5.681038996043519
533,732,2011-10-03 13:30:00,3.792461,3.945795,3.5032970000000003,3.5107980000000003,6.221539844999987,4.278625639273262,5.756861589999999,61619356,48803413.2,35.097699803854105,1.2626034115171272,0.3832860476819184,3.864128,-0.07166700000000015,-1.85467458634911,-7.42691882658779,4.043126613563069,-7.624705962698088,12.630901690607436
536,735,2011-10-06 13:30:00,3.958294,4.208291,3.874129,4.195792,6.1939567949999885,4.202767205029186,5.660137569999997,56575224,54305658.8,47.96694058782936,1.041792425506861,0.3762532388658093,3.966628,-0.00833399999999962,-0.21010288839789407,6.000009094827216,6.315776443083814,-2.126294812866352,8.625474267893509
539,738,2011-10-11 13:30:00,4.434956,4.565787,4.409956,4.519956,6.1704945299999885,4.25002493675577,5.576080079999998,21852852,51770658.6,53.3393092688659,0.4221088274893995,0.3114228195215134,4.504955000000002,-0.06999900000000102,-1.5538224022215763,1.9165917316879801,2.949995445276133,-0.563703450496453,3.5336180224927425
541,740,2011-10-13 13:30:00,4.5724540000000005,4.66662,4.454122,4.623287,6.157253404999987,4.3196756511764915,5.529213879999999,28112080,50200452.4,54.867090702107724,0.5599965469633895,0.2811116484808513,4.645787,-0.07333299999999987,-1.5784839038035938,1.111722501746325,2.059419296509041,-2.587931994504494,4.7708167849915215
543,742,2011-10-17 13:30:00,4.804118,4.8174519999999985,4.543288,4.566621,6.144845194999987,4.3898204582193046,5.486097629999998,23997416,48910096.2,52.744282296507045,0.4906434021693869,0.2831239272704786,4.860785,-0.05666700000000002,-1.165799351339342,-4.943612958715842,0.2775535488511861,-5.429300445992364,6.034484276585548
545,744,2011-10-19 13:30:00,4.831618,4.908283,4.624244999999998,4.657453,6.131261999999987,4.455029658542333,5.4401064299999975,26369624,46738660.0,53.50925848407646,0.5641929828540228,0.3232344590896442,4.850786,-0.019168000000000518,-0.3951524557051273,-3.604693086249771,1.5867355407650232,-4.291999077741688,6.14236486172341
549,748,2011-10-25 13:30:00,5.136615,5.144115,4.873285,4.909951,6.107558059999992,4.625798730636388,5.363182179999996,24089484,40232061.8,55.64475796673771,0.5987633474951563,0.3053181804150831,5.22078,-0.08416500000000049,-1.6121154310275567,-4.412711484119396,0.14601055364282284,-5.126527878768408,5.557442259174255
552,751,2011-10-28 13:30:00,5.497445,5.612361,5.477445,5.576611,6.094270694999992,4.831759329601012,5.335024119999996,16484624,36854206.4,64.56061543976642,0.4472928767230218,0.32526837298761313,5.579111,-0.08166600000000024,-1.4637815953115152,1.4400507872293375,2.0903528821115995,-0.36380536776629097,2.4631192097775436
558,757,2011-11-07 14:30:00,5.165783,5.262447,5.001617,5.250032,6.056128594999987,4.957439898291857,5.268558979999996,14827708,25252493.0,56.386389981979065,0.5871779867437247,0.3164421979755786,5.1724489999999985,-0.006665999999999173,-0.12887512278998156,1.6309047437726245,1.8712361707799114,-3.1779499835746066,5.214913496975067
563,762,2011-11-14 14:30:00,5.187448000000002,5.217448,5.03745,5.109116,6.024020594999987,5.0190668141161465,5.209117919999996,19988176,25395053.2,52.54496370497871,0.787089353291845,0.311461406355533,5.240781,-0.053332999999999416,-1.0176536665050382,-1.5100295945135522,0.5783190501379187,-2.891556696086434,3.573196756295354
564,763,2011-11-15 14:30:00,5.066616000000002,5.262581,5.009117,5.182448,6.0167039999999865,5.034626927057466,5.199784679999997,20019260,24755085.0,53.66370290370488,0.8086928402790781,0.2969620547666498,5.109116,-0.04249999999999954,-0.8318464485832684,2.286180756544375,3.86776894084727,-1.1348600328108884,5.060053498450928
566,765,2011-11-17 14:30:00,4.904118,4.946951,4.597854,4.6932870000000015,5.998516684999991,4.993888482239785,5.168393329999997,40219456,25717111.2,45.636339755047075,1.5639181122333834,0.31025246830624065,4.939117,-0.03499899999999912,-0.7086084415493522,-4.299060503845928,0.8734088372261821,-6.245037333930393,7.592607333769198
569,768,2011-11-22 14:30:00,4.388289,4.462455,4.288291,4.36079,5.9632945349999895,4.85886391941288,5.095610719999996,31197044,26845908.4,40.62620402350903,1.1620781660716686,0.2654826506916953,4.417455,-0.029166000000000025,-0.6602444167512748,-0.6266451457504418,1.6900892352349615,-2.2787469102422437,4.0613848267293475
571,770,2011-11-25 14:30:00,4.03496,4.183292,4.03496,4.042293,5.934808569999992,4.712757997523923,5.033134669999996,15163996,26429247.8,36.221503424161945,0.5737581377552485,0.2417291160140785,4.065792,-0.030832000000000193,-0.7583270368971209,0.18173662192438175,3.6761702718242537,0.0,3.6761702718242537
575,774,2011-12-01 14:30:00,4.954951,5.060783,4.915785,4.97745,5.887124874999992,4.715939852671033,4.937577269999995,23138400,28157690.4,54.52785517914703,0.8217435333403623,0.2824179820200797,4.978284,-0.02333299999999916,-0.4686956388988488,0.45407108970401167,2.1358838866418552,-0.7904417218253157,2.9496407999943077
578,777,2011-12-06 14:30:00,5.121616,5.228282,5.069116,5.130783,5.856837674999992,4.810956613051573,4.886577779999995,22516700,28833324.4,57.184064449862916,0.7809262535124115,0.2397171174147213,5.125781,-0.004164999999999529,-0.08125591007496283,0.17898647614346141,2.0826629719994565,-1.0250670882002908,3.139916308879101
579,778,2011-12-07 14:30:00,5.064949,5.2374480000000005,4.96245,5.170782,5.849312749999991,4.845225697522852,4.872102929999995,38678976,29617369.6,57.92711094132709,1.3059558131725513,0.24853733806104106,5.130783,-0.06583400000000061,-1.283117995830278,2.0895175844811,3.4057401170278356,-2.02369263737899,5.541577245110802
580,779,2011-12-08 14:30:00,5.072449,5.1074480000000015,4.791619,4.834952,5.840187844999992,4.8442472501397225,4.850953149999995,38341724,29368809.8,50.070308138819996,1.3055252923460317,0.2811937535457808,5.170782,-0.09833300000000024,-1.9017046164390652,-4.68209734587769,0.6899822945484869,-5.536378975914789,6.591279481945491
584,783,2011-12-14 14:30:00,4.632454,4.689953,4.513347,4.538289,5.799801799999992,4.819685758575177,4.7576874199999954,30391416,31055566.6,44.07028223376546,0.9786141206646024,0.28510051967659444,4.69912,-0.06666599999999967,-1.4186911591957574,-2.0327239083215995,1.2412211756447007,-2.5711426384374163,3.9129719031131347
589,788,2011-12-21 14:30:00,4.868285,4.929951,4.7324519999999985,4.909118,5.7450940199999945,4.7774361413496464,4.664280009999996,24175356,28869967.0,52.877706601059195,0.8373877254518509,0.2685906008607543,4.871619,-0.003333999999999726,-0.0684372074252877,0.8387553317030558,1.2666883717777364,-2.7901612169378263,4.17329113956151
592,791,2011-12-27 14:30:00,5.1324489999999985,5.225782,5.124949,5.175782,5.724065074999994,4.870082383275805,4.6507385099999965,10494116,27419548.2,58.18153312645617,0.3827238845605779,0.1829569878631307,5.165783,-0.03333400000000086,-0.6452845580234566,0.8442947996171304,1.8184886006661003,-0.1461290701573169,1.967492749683943
595,794,2011-12-30 14:30:00,5.105782,5.155782,5.064949,5.0699489999999985,5.7079693999999925,4.920300501553692,4.667529989999997,11572564,24760105.0,54.6027428178281,0.4673875171369426,0.1605971980047583,5.125781,-0.01999900000000032,-0.3901649329146197,-0.701812180778598,0.9792819199879806,-0.7997403727773578,1.7933645531277793
597,796,2012-01-04 14:30:00,5.260781,5.324946,5.187448000000002,5.304947,5.697170584999991,4.98921587995665,4.6891047699999975,19714396,24287693.2,59.6129070223913,0.8117031056699943,0.18674104887767648,5.294946,-0.03416499999999978,-0.6452379306606675,0.8395331415620723,1.219685822314216,-1.3939565247060863,2.6505904251955505
598,797,2012-01-05 14:30:00,5.228282,5.38347,5.147449,5.366612,5.691737299999992,5.025158367579826,4.696838019999999,24559408,24389828.6,60.92115066038887,1.0069528737893632,0.19906103665825736,5.304947,-0.0766650000000002,-1.4451605265801943,2.645802196591535,2.968240810269987,-1.546071921904751,4.585203272533638
602,801,2012-01-11 14:30:00,5.458279,5.550778,5.4383620000000015,5.538279,5.6669854649999944,5.163765081326045,4.729079389999997,10385008,20342932.6,64.43855320720222,0.5104970951926567,0.15831039831765176,5.514944,-0.056664999999999736,-1.0274809680751018,1.4656634444666548,1.6946550368715139,-0.36489523529300405,2.067092996016056
606,805,2012-01-18 14:30:00,5.538279,5.745776,5.509112,5.732442,5.639071159999995,5.305062114671827,4.786337139999997,13240236,18406597.6,67.80232076919037,0.7193201203029504,0.18906000884269453,5.539111,-0.0008319999999999439,-0.015020460864567329,3.505836379857346,3.746597092706959,-0.5266437461890267,4.295864741903962
608,807,2012-01-20 14:30:00,5.797443,5.835775,5.760776,5.833275,5.626421289999996,5.400452207248367,4.8154701799999975,9381536,16955681.6,69.93768135425205,0.5532974858409702,0.14743962997401566,5.828275,-0.030831999999999308,-0.5290072963269459,0.6180655851208902,0.6611880444533839,-0.6324684865379521,1.3018905786303798
609,808,2012-01-23 14:30:00,5.831608,5.9357739999999986,5.760026,5.844108,5.619883849999996,5.44270513989138,4.825211749999999,19123508,16703089.2,70.1831356463925,1.1449084520245514,0.15451672248051185,5.833275,-0.0016670000000003071,-0.028577428631434438,0.2143491126289726,1.7862311732887124,-1.2274830544165565,3.051166782927693
610,809,2012-01-24 14:30:00,5.733276,5.839942,5.7082760000000015,5.839109,5.613604749999998,5.480457888473153,4.834544999999999,7823188,15834041.6,69.89951268846139,0.4940739829810729,0.14984554186038404,5.844108,-0.11083200000000026,-1.8964741924687267,1.8459428780334248,1.860472093093019,-0.43605087213660354,2.3065808310599953
611,810,2012-01-25 14:30:00,5.808275,6.033272,5.752109,5.996608,5.6085335549999975,5.5296150419519,4.844569919999997,17993348,16016720.6,73.52909574399831,1.1234102441669611,0.1826749063952881,5.839109,-0.03083399999999958,-0.5280600173759316,3.242494544421538,3.873731873921261,-0.9669996685763013,4.887998471517148
613,812,2012-01-27 14:30:00,5.802442,5.935232,5.798275,5.898274,5.598841984999996,5.596204839330242,4.869836329999997,8564940,16060017.0,67.9298580553614,0.5333082773200053,0.19027444734734936,5.894942,-0.09249999999999936,-1.569141816832114,1.6515804897317319,2.2885192131175107,-0.07181459116695711,2.3620300865343533
619,818,2012-02-06 14:30:00,6.205771,6.289104,6.191605,6.281604,5.5754755549999935,5.812397327499872,4.967085369999999,9988836,14193889.0,75.00408489501905,0.7037420117911307,0.1822979726846235,6.291604,-0.08583300000000094,-1.3642467008413266,1.2219754805647738,1.342830729654698,-0.22827139448104586,1.5746967062659842
620,819,2012-02-07 14:30:00,6.247438,6.356537,6.1683379999999985,6.3299379999999985,5.571336019999994,5.861686915357027,4.984345209999998,12403888,14275863.2,75.99758776882595,0.8688713128043984,0.18377322951346764,6.281604,-0.03416599999999992,-0.5439056648588468,1.320541316296355,1.7462998432317456,-1.2661190075035764,3.0510487590012385
625,824,2012-02-14 14:30:00,6.344103,6.387435,6.248271,6.378269,5.545065454999994,6.058835483424287,5.067056989999998,15762660,13676322.8,70.73645673175622,1.1525510351364328,0.1660579275114969,6.392437,-0.048334000000000536,-0.7561122620371628,0.5385473722605199,0.6830280025403177,-1.510568160699782,2.227240143713358
630,829,2012-02-22 14:30:00,6.512434,6.560768,6.449935,6.477435,5.523760254999994,6.224163744125183,5.185464139999998,8634924,13407044.4,67.69383442994157,0.6440587307967742,0.1509662855325134,6.545768,-0.033333999999999975,-0.5092450572644796,-0.5374181143332892,0.7421802662414781,-0.9596872689995763,1.7183584020614224
633,832,2012-02-27 14:30:00,6.499935,6.699932,6.444936,6.6441,5.512591619999994,6.325435930132235,5.268321649999997,10951764,12660901.0,72.25455070791111,0.8650066847533204,0.16833563608402924,6.614934,-0.11499900000000007,-1.738475395219364,2.2179452563756423,3.0769076921538545,-0.8461469230076851,3.956532694816523
637,836,2012-03-02 14:30:00,6.7107660000000005,6.737433,6.604617,6.654101,5.5027833949999945,6.436588498016581,5.374795589999998,10144432,12056758.6,65.93061823183027,0.8413896584111753,0.1615261075109623,6.7166,-0.005833999999999229,-0.08685942292230041,-0.8443894482388543,0.39737639488546866,-1.5817717381294516,2.0109568806185134
638,837,2012-03-05 14:30:00,6.608267,6.6291,6.491601,6.564934,5.499466754999994,6.448811879157861,5.395395379999997,7573536,11539185.6,60.73582107753403,0.6563319338584865,0.16176958063322164,6.654101,-0.04583400000000015,-0.6888083003248696,-0.6557392429815506,0.31525663233644385,-1.7654553001565993,2.118106149777228
648,847,2012-03-19 13:30:00,7.1340949999999985,7.3015940000000015,7.120761999999999,7.234094,5.4900459849999965,6.734780703633852,5.600018289999998,9237236,9395418.4,72.3416303924066,0.9831638791094178,0.16657179828625784,7.160761,-0.026666000000000526,-0.3723905880953229,1.4017054721026465,2.3478661273784973,-0.18689125950802976,2.5395034969572405
649,848,2012-03-20 13:30:00,7.104928,7.184096,7.0374300000000005,7.157428,5.492837619999994,6.775032827097298,5.6224930599999965,10719488,9464240.2,68.50881446352676,1.1326305940544494,0.17409484871469344,7.234094,-0.12916599999999967,-1.7855173018210668,0.738923744195581,1.114268856770964,-0.9500166644897685,2.0840846729558904
655,854,2012-03-28 13:30:00,7.249928,7.281594,7.02243,7.149094,5.518599854999995,6.94707063905995,5.7402668599999975,11647760,9775282.8,60.87747858183919,1.1915522280337505,0.20444005681470026,7.261594,-0.011666000000000842,-0.16065343229049767,-1.3908276054603559,0.43677675143808903,-3.137934611212687,3.690517385007756
656,855,2012-03-29 13:30:00,7.02243,7.145762,6.936597999999999,7.120761999999999,5.522299814999998,6.963612673435192,5.758999999999998,13126028,9850656.0,59.69783540479474,1.3325029317844417,0.20645404261102515,7.149094,-0.1266639999999999,-1.7717489796609178,1.400256036728016,1.7562581613487134,-1.2222549744176987,3.015368628829309
658,857,2012-04-02 13:30:00,7.1815940000000005,7.4140929999999985,7.1340949999999985,7.3515929999999985,5.5343330199999965,7.019346152177107,5.8001070599999975,11692724,9943540.0,65.8354897240869,1.1759115968759617,0.2148794614687016,7.1815940000000005,0.0,0.0,2.367148574536489,3.2374289050592107,-0.6613991267120078,3.924786535643274
659,858,2012-04-03 13:30:00,7.32326,7.369092,7.147428999999999,7.285760000000002,5.540132964999995,7.044718899588811,5.818473539999998,14676972,9894682.0,62.839804880553494,1.4833192213756845,0.2165753461015263,7.3515929999999985,-0.02833299999999905,-0.38539946376246703,-0.5120670302569996,0.6258414968197206,-2.4009935465899255,3.1012969838525337
661,860,2012-04-05 13:30:00,6.985763,7.099929,6.961596000000001,7.030763,5.5470162249999975,7.044484967690615,5.8614230999999934,9537524,10375812.4,52.74743705592312,0.9192074444214122,0.21468750718210866,7.057428999999999,-0.07166599999999868,-1.0154689476861714,0.6441672870951953,1.634266722189115,-0.3459464628273158,1.9870874437413397
663,862,2012-04-10 13:30:00,6.759099000000001,6.813099,6.419102,6.438636,5.549688859999995,6.965281549515447,5.890259799999996,21185308,11420356.0,36.40441393336728,1.8550479512197344,0.2745307227899363,6.794931,-0.0358319999999992,-0.5273342731515478,-4.741208850469582,0.7989230517262638,-5.0302118669958995,6.1378834609576325
666,865,2012-04-13 13:30:00,6.818266,6.822432000000001,6.614934,6.6291,5.555672129999996,6.8953820341352365,5.942950929999991,15358832,12149483.2,43.98876118061804,1.2641551699910991,0.2683168674270045,6.868264999999999,-0.0499989999999988,-0.7279713290037411,-2.7744004120695815,0.06110057894486014,-2.982165846859018,3.136811342335405
669,868,2012-04-18 13:30:00,6.821598,6.902431,6.799933,6.832433,5.553688819999996,6.866731656638981,6.011766919999992,9979620,12305997.0,49.57134161628839,0.8109558290969842,0.2340346784457676,6.898264,-0.07666600000000033,-1.1113810663088621,0.15883375127059893,1.184956955833518,-0.31759420593238713,1.5073383811281633
675,874,2012-04-26 13:30:00,6.871599000000002,7.089929,6.856598,7.058263,5.543418079999998,6.833266686977044,6.149258889999995,11769764,12475426.8,56.184594598589506,0.9434357788865388,0.2339618275358798,6.91993,-0.048330999999999236,-0.6984319205540986,2.7164565336248314,3.177280862867552,-0.21830435681711918,3.4030141478324927
677,876,2012-04-30 13:30:00,7.057428999999999,7.074096000000001,6.964930000000002,7.006597,5.546338889999995,6.872823904758986,6.189325179999996,6355512,12251259.2,54.28248252073473,0.518763981419967,0.19415515298893246,7.1007630000000015,-0.04333400000000154,-0.6102724453696249,-0.7202622938183137,0.23616248920112076,-1.3106614320880516,1.5673667933489523
679,878,2012-05-02 13:30:00,7.019096,7.112430000000002,6.9515970000000005,7.091597,5.550363854999996,6.916675210018128,6.228624779999998,7033796,11610266.8,55.98214282003602,0.6058255267656726,0.21254446105627472,7.139928,-0.12083200000000005,-1.6923419956055583,1.0329107907912918,1.329715393549274,-0.9616480526837039,2.313612253414591
681,880,2012-05-04 13:30:00,6.8024320000000005,6.809099000000002,6.559102,6.577433,5.5484055399999965,6.88414435559307,6.264407739999998,12251340,11422379.8,42.23364212037926,1.0725733353744724,0.25189713434415456,6.914097999999999,-0.11166599999999872,-1.6150479787818848,-3.307625860868589,0.09800906499324195,-3.577103012569626,3.8114516285918616
682,881,2012-05-07 13:30:00,6.497435,6.650767,6.4941010000000015,6.593267,5.5453097349999965,6.856441750298492,6.281824229999995,8425032,11310274.8,42.712036588683,0.7449007339768614,0.22808935075811604,6.577433,-0.07999799999999979,-1.2162495611889894,1.4749204878540483,2.3598850931175117,-0.0513125564164757,2.412435531877293
683,882,2012-05-08 13:30:00,6.471602,6.5391010000000005,6.264112,6.509102,5.541663939999995,6.823361774079587,6.299924049999995,11108556,10806437.2,40.77885878105735,1.0279572993770787,0.25335576306858704,6.593267,-0.12166500000000012,-1.84529156789798,0.579454669802014,1.0430029535190921,-3.2061613183258175,4.3899119300549
686,885,2012-05-11 13:30:00,6.3091040000000005,6.558267999999999,6.3030870000000006,6.374104,5.5340973399999935,6.713906537351463,6.354398499999998,7981540,10110048.6,38.21550208453727,0.7894660367903672,0.2435307281695601,6.4357690000000005,-0.12666500000000006,-1.9681408701897167,1.0302572282847056,3.9492771081281686,-0.09537011911675476,4.04850829442777
688,887,2012-05-15 13:30:00,6.151606,6.263271,6.02744,6.064106,5.530797369999995,6.605650902457772,6.383373209999998,16073752,10467520.2,31.74705820707854,1.5355835663923534,0.24016228459537745,6.175772,-0.02416600000000013,-0.3913033058862946,-1.422392786534124,1.8152170343809317,-2.0184322598033715,3.9126229377646102
696,895,2012-05-25 13:30:00,5.907441,5.9541,5.823275,5.8574410000000015,5.561217899999996,6.178983466540147,6.441397619999999,8891968,11452950.0,36.10063452582847,0.7763910608183918,0.22967815776413397,5.916608,-0.009166999999999705,-0.15493674754182976,-0.8463901713110453,0.7898343800640582,-1.4247455031713498,2.2465880453868423
699,898,2012-05-31 13:30:00,5.801609,5.883275,5.601611,5.762442,5.579488554999995,6.098502645178584,6.457747449999999,16075624,12524245.2,36.82847719293864,1.2835603058937235,0.2596936134317442,5.803275,-0.0016660000000001671,-0.02870792785108697,-0.6751058197820631,1.4076439829019887,-3.4472850548873577,5.028267760828093
702,901,2012-06-05 13:30:00,5.254114,5.4441120000000005,5.254114,5.417445,5.5915134299999965,5.903681543600032,6.45394747,11840372,13330203.8,33.23509837588685,0.8882363824024956,0.2615094931665167,5.292446,-0.038332000000000484,-0.7242775835596712,3.1086306844503078,3.6161758195577804,0.0,3.6161758195577804
705,904,2012-06-08 13:30:00,5.743276,5.926524,5.678277,5.920632,5.618308279999996,5.885800417185253,6.46277095,8828152,13461304.8,48.08647646067647,0.6558169606262834,0.2731275674296243,5.784109,-0.04083300000000012,-0.7059514265723574,3.088063328316461,3.1906528608410922,-1.1317408392004886,4.371871960455612
