time,open,high,low,close,MA,MA,MA,MA,Volume,Volume MA,RSI,Plot,ATR
1225895400,4.811619,4.899117,4.176625,4.249958,NaN,NaN,NaN,NaN,228756,NaN,NaN,NaN,NaN
1225981800,4.149959,4.197458,3.552464,3.599964,NaN,NaN,NaN,NaN,4331956,NaN,NaN,NaN,NaN
1226068200,3.707464,3.88746,3.611631,3.854128,NaN,NaN,NaN,NaN,6978452,NaN,NaN,NaN,NaN
1226327400,4.149959,4.161625,3.58413,3.70413,NaN,NaN,NaN,NaN,5785136,NaN,NaN,NaN,0.5712442500000002
1226413800,3.541631,3.687463,3.291634,3.458799,NaN,NaN,NaN,NaN,11479048,NaN,NaN,NaN,0.5315571875000001
1226500200,3.327466,3.327466,3.017471,3.074136,NaN,NaN,NaN,NaN,13312404,NaN,NaN,NaN,0.5089998906250001
1226586600,3.051636,3.533297,2.564141,3.518298,NaN,NaN,NaN,NaN,32068244,NaN,NaN,NaN,0.6240389179687501
1226673000,3.270801,3.583298,3.041636,3.067469,NaN,NaN,NaN,NaN,34303060,NaN,NaN,NaN,0.6034446884765626
1226932200,2.956637,3.170802,2.833305,2.850806,NaN,NaN,NaN,NaN,44527416,NaN,NaN,NaN,0.536957766357422
1227018600,2.836637,2.99497,2.595807,2.876638,NaN,NaN,NaN,NaN,61130864,NaN,NaN,NaN,0.5025090747680664
1227105000,2.874971,2.970803,2.366642,2.41331,NaN,NaN,NaN,NaN,75194200,NaN,NaN,NaN,0.5279220560760498
1227191400,2.324143,2.497475,1.846648,1.996648,NaN,NaN,NaN,NaN,137046144,NaN,NaN,NaN,0.5586482920570374
1227277800,2.266644,2.269978,1.805815,2.222478,NaN,NaN,NaN,NaN,124578164,NaN,NaN,NaN,0.535026969042778
1227537000,2.371644,2.797473,2.316644,2.597474,NaN,NaN,NaN,NaN,98186576,NaN,NaN,NaN,0.5450189767820834
1227623400,2.834137,2.845797,2.524975,2.742473,NaN,NaN,NaN,NaN,80055524,NaN,33.05225847344917,NaN,0.4889697325865626
1227709800,2.587474,3.044969,2.575808,3.028303,NaN,NaN,NaN,NaN,61238160,NaN,37.38590447132131,NaN,0.48401754943992203
1227882600,2.991636,3.124969,2.979137,3.118302,NaN,NaN,NaN,NaN,21645264,NaN,38.73075672772647,NaN,0.3994711620799415
1228141800,2.872471,2.881638,2.281644,2.30831,NaN,NaN,NaN,NaN,101855240,NaN,32.057220048743346,NaN,0.5087678715599561
1228228200,2.423309,2.573308,2.309977,2.552474,NaN,NaN,NaN,NaN,109263204,NaN,35.6563014978081,NaN,0.44782540366996704
1228314600,2.388309,2.786639,2.366642,2.744138,NaN,NaN,2.9989118,NaN,136167376,57968759.4,38.41416517673987,2.348978612090153,0.44086830275247524
1228401000,2.645807,2.825555,2.403309,2.524975,NaN,NaN,2.953774961904762,NaN,109459800,63430311.6,36.48827516296385,1.7256702235717851,0.43621272706435643
1228487400,2.414976,2.816639,2.28331,2.781639,NaN,NaN,2.937381060770975,NaN,167188908,71573159.2,40.26529454454854,2.3359162829855915,0.4604917952982672
1228746600,3.033302,3.206635,2.974137,3.091637,NaN,NaN,2.952072102602311,NaN,142794440,78363958.6,44.55416429062694,1.8221953376408426,0.45161784647370035
1228833000,3.012469,3.204135,2.879138,2.91747,NaN,NaN,2.9487766642592335,NaN,126280452,84388724.4,42.69923283824937,1.4964138028847844,0.4199626348552752
1228919400,3.018303,3.119135,2.895804,3.009137,NaN,NaN,2.954525267663116,NaN,125737628,90101653.4,44.020231839479095,1.3955085534534708,0.3708047261414564
1229005800,2.954137,3.097469,2.721639,2.786639,NaN,NaN,2.938536099314248,NaN,113850944,95128580.4,41.518278711444445,1.196811132062263,0.3720610446060922
1229092200,2.543308,2.884971,2.516642,2.860638,NaN,NaN,2.931117232712891,NaN,142076596,100628998,42.68503275594762,1.4118852301401232,0.3711280334545692
1229351400,2.903304,2.916638,2.630808,2.738306,NaN,NaN,2.9127542581688064,NaN,91218168,103474753.4,41.22091598593032,0.8815499916910167,0.3498035250909268
1229437800,2.819138,3.157468,2.810805,3.155802,NaN,NaN,2.9359016621527294,NaN,122079044,107352334.8,47.80137361227917,1.1371810797355848,0.36714314381819513
1229524200,3.050803,3.229134,2.984137,3.074968,NaN,NaN,2.949146075281041,NaN,119923436,110291963.4,46.710991291438646,1.0873270572314429,0.3366066078636464
1229610600,3.119135,3.140802,2.796647,2.904971,NaN,NaN,2.944938925254275,NaN,94500668,111257286.8,44.41635825073428,0.8493885723627048,0.33849370589773475
1229697000,2.942471,3.075803,2.858305,2.899137,NaN,NaN,2.94057683713482,NaN,97215456,109265752.4,44.33586505014471,0.8897157056505108,0.3082447794233011
