time,open,high,low,close,Plot,Plot,52 Week High,52 Week Low,VWAP,Plot,Plot,Plot,Volume,Volume MA,RSI
971703000,137.40625,138.23437,136.6875,138.1875,NaN,NaN,NaN,NaN,137.70312333333334,144.72976530000022,146.4056246,141.40969857553574,5659000,7426389.8,39.44124923689339
971789400,138.4375,138.5625,134.40625,134.75,NaN,NaN,NaN,NaN,135.90625,144.67632780000022,146.37468710000002,140.77544156834188,7831699,7490584.7,33.813222469191444
971875800,132.625,136.125,130.15625,134.25,NaN,NaN,NaN,NaN,133.51041666666666,144.64882780000022,146.33718710000002,140.15397094278552,10897301,7710524.75,33.07395165591093
971962200,136.84375,139.45312,136.4375,139.28125,NaN,NaN,NaN,NaN,138.39062333333334,144.64523405000023,146.3028121,140.07085466252022,8767301,7881559.7,45.89312515675706
972048600,138.375,141.1875,138.375,139.90625,NaN,NaN,NaN,NaN,139.82291666666666,144.6560153000002,146.2737496,140.0551780279945,7373500,7870864.8,47.2449416881843
972307800,139.9375,141.03125,138.9375,140.53125,NaN,NaN,NaN,NaN,140.16666666666666,144.6299215500002,146.2259371,140.10051821580453,5290000,7649594.9,48.62718144446186
972394200,140.96875,141.9375,139,139.59375,NaN,NaN,NaN,NaN,140.17708333333334,144.59664030000022,146.1434371,140.0522545762041,5750699,7673069.9,46.65261737814847
972480600,138.75,139.5625,136.125,136.3125,NaN,NaN,NaN,NaN,137.33333333333334,144.55664030000023,146.0353121,139.69608747370847,9136102,7827409.95,40.46004339537791
972567000,137.125,137.65625,134.03125,136.6875,NaN,NaN,NaN,NaN,136.125,144.5247653000002,145.93749960000002,139.40955533335529,9345801,7952559.95,41.41711097548018
972653400,137.875,139.28125,136.625,139.28125,NaN,NaN,NaN,NaN,138.39583333333334,144.4961715500002,145.8554684,139.39733577779765,9762898,8025119.9,47.68139932979777
972916200,138.4375,141.09375,138.15625,140.53125,NaN,NaN,NaN,NaN,139.92708333333334,144.46398405000022,145.7917184,139.50532760848358,10154102,8256934.95,50.432248368724956
973002600,141.01562,143.6875,140.0625,142.95312,NaN,NaN,NaN,NaN,142.23437333333334,144.44968715000022,145.7553121,139.833688788628,7752398,8177194.9,55.33259558047429
973089000,142.25,143.25,141.21875,142.46875,NaN,NaN,NaN,NaN,142.3125,144.4307809000002,145.7312496,140.08464699923485,6753602,8207425,54.17895805561335
973175400,143.15625,143.90625,142.51562,142.70312,NaN,NaN,NaN,NaN,143.04166333333333,144.4205465000002,145.6823433,140.3340253802601,11395102,8548835.2,54.67141690010233
973261800,143.46875,143.75,142.375,142.78125,NaN,NaN,NaN,NaN,142.96875,144.4122652500002,145.63171830000002,140.56709439166391,5187102,8307445.4,54.84563976949955
973521000,143.15625,144.29687,143.03125,143.78125,NaN,NaN,NaN,NaN,143.70312333333334,144.4294527500002,145.5879683,140.87320444960068,4042500,8284170.4,57.11749187454945
973607400,143.14062,144,142.5625,143.75,NaN,NaN,NaN,NaN,143.4375,144.4385152500002,145.5595308,141.14718497821013,5231301,8240500.5,57.020942501258574
973693800,144.0625,144.0625,140.5625,140.5625,NaN,NaN,NaN,NaN,141.72916666666666,144.4372652500002,145.4804683,141.09150069457107,6123301,8028365.55,48.09134109103807
973780200,140,141.21875,137.25,140.03125,NaN,NaN,NaN,NaN,139.5,144.4361715000002,145.40140580000002,140.99052443794525,10635301,7943290.55,46.77654249144465
973866600,139,139.46875,136.53125,136.625,NaN,NaN,NaN,NaN,137.54166666666666,144.4399215000002,145.28921830000002,140.57476020576,8569500,7782925.5,39.34837904864051
974125800,135.625,136.98437,133.01562,135.5625,NaN,NaN,NaN,NaN,135.18749666666668,144.4196090000002,145.1885933,140.0974020909257,17285296,8364240.3,37.355656613078786
974212200,137.46875,139.625,137,139.125,NaN,NaN,NaN,NaN,138.58333333333334,144.4105465000002,145.1360933,140.0047923679804,7668898,8356100.25,47.04015794014241
974298600,139.0625,140.10937,137.75,139.5625,NaN,NaN,NaN,NaN,139.14062333333334,144.4030465000002,145.0693746,139.9626692853156,8837699,8253120.15,48.10126700526194
974385000,139.5625,139.875,137.3125,137.375,NaN,NaN,NaN,NaN,138.1875,144.3739840000002,144.9915621,139.71622459147602,6684102,8148960.2,43.41713434227851
974471400,137.3125,139,135.75,136.64062,NaN,NaN,NaN,NaN,137.13020666666668,144.3442183500002,144.9023433,139.4233098684783,6551102,8107840.3,41.9405303081591
974730600,135.75,136.375,134.3125,134.6875,NaN,NaN,NaN,NaN,135.125,144.3057808500002,144.8073433,138.97228035719465,5458500,8116265.3,38.217801770739165
974817000,134.875,136.1875,133.51562,135.375,NaN,NaN,NaN,NaN,135.02604,144.26109335000018,144.7082808,138.62968222793802,7684301,8212945.4,40.22896215834852
974903400,134.34375,134.875,132.125,132.14062,NaN,NaN,NaN,NaN,133.04687333333334,144.21539020000017,144.55687450000002,138.01167630146773,5736898,8042985.2,34.53352251961368
975076200,133.625,134.96875,133.625,134.84375,NaN,NaN,NaN,NaN,134.47916666666666,144.18179645000018,144.45906200000002,137.70996903466127,3411600,7746275.15,41.93265747562467
975335400,136.46875,136.6875,135.3125,136.03125,NaN,NaN,NaN,NaN,136.01041666666666,144.16851520000017,144.3618745,137.5500910313602,5992000,7557730.25,44.87994809637491
975421800,135.125,136.59375,133.64062,133.6875,NaN,NaN,NaN,NaN,134.64062333333334,144.1394527000002,144.217812,137.1822252188497,5336102,7316830.25,40.50964281305105
975508200,134.375,135.90625,133.26562,133.4375,NaN,NaN,NaN,NaN,134.20312333333334,144.10117145000018,144.07374950000002,136.8255847218164,6914102,7274915.45,40.061516728718075
975594600,132.5,133.5,129.75,132.28125,NaN,NaN,NaN,NaN,131.84375,144.0666402000002,143.91499950000002,136.39279093878628,11201602,7497315.45,37.96946367839897
975681000,133.1875,134.0625,131,132.21875,NaN,NaN,NaN,NaN,132.42708333333334,144.0363277000002,143.74593700000003,135.99526323033044,7587199,7306920.3,37.854390391783994
975940200,131.875,133.875,131.5,133.34375,NaN,NaN,NaN,NaN,132.90625,144.02648395000017,143.58156200000002,135.74273816077516,6996398,7397385.1,41.302768361047555
976026600,134.875,138.25,134.40625,137.71875,NaN,NaN,NaN,NaN,136.79166666666666,144.0402339500002,143.44624950000002,135.93092976451086,8883398,7639430,52.37116236546805
976113000,137.78125,138.34375,135.03125,135.51562,NaN,NaN,NaN,NaN,136.29687333333334,144.03499955000018,143.2914057,135.89137645360506,12888000,8022264.95,47.51245022631254
976199400,134.875,135.875,133.65625,133.65625,NaN,NaN,NaN,NaN,134.39583333333334,144.03421830000016,143.130312,135.67850726754745,6529102,8042555,43.817669963930875
976285800,137.0625,139.125,133.875,133.96875,NaN,NaN,NaN,NaN,135.65625,144.03742145000018,142.9831245,135.51567324206673,10276102,8024595.05,44.59746366014802
976545000,137.375,139.5625,136.71875,138.625,NaN,NaN,NaN,NaN,138.30208333333334,144.04992145000017,142.86312450000003,135.81179959996513,6405602,7916400.15,54.68894838132102
976631400,138.1875,138.8125,137.375,138.03125,NaN,NaN,NaN,NaN,138.07291666666666,144.05289020000018,142.76656200000002,136.02317582853988,5022898,7303280.25,53.354359967647255
976717800,139.25,139.40625,136.03125,136.14062,NaN,NaN,NaN,NaN,137.19270666666668,144.04140580000018,142.6595307,136.03436098772656,6070500,7223360.35,49.234303381004224
976804200,135.875,136.5,134.03125,134.40625,NaN,NaN,NaN,NaN,134.97916666666666,144.02078080000018,142.5304682,135.87930279841927,7778398,7170395.3,45.74456656966275
976890600,133.125,133.125,130.5625,130.96875,NaN,NaN,NaN,NaN,131.55208333333334,143.96999955000018,142.38140570000002,135.41163110333173,9065301,7289455.25,39.73331005379501
977149800,132.0625,133.46875,131.76562,132.71875,NaN,NaN,NaN,NaN,132.65104,143.93453080000018,142.2548432,135.15516623634775,7235398,7323670.05,43.7834493799648
977236200,132.46875,134.96875,130.01562,130.01562,NaN,NaN,NaN,NaN,131.66666333333333,143.89937455000018,142.1340619,134.66568564240987,9616699,7531580,39.38101312769265
977322600,128.625,128.9375,126.09375,126.25,NaN,NaN,NaN,NaN,127.09375,143.84624955000018,141.9674994,133.86419177170416,9994199,7647074.9,34.219149190899955
977409000,126,128.85937,125.53125,127.125,NaN,NaN,NaN,NaN,127.17187333333334,143.7774995500002,141.79999940000002,133.2223639839228,14331500,8076805,36.30824858814754
977495400,129,131.10937,128.84375,130.9375,NaN,NaN,NaN,NaN,130.29687333333334,143.73124955000017,141.66343690000002,133.00475789021587,10182898,8415369.9,44.56865668098011
977841000,130.84375,132.34375,130.28125,132.34375,NaN,NaN,NaN,NaN,131.65625,143.69999955000017,141.53093690000003,132.94180475781437,4665301,8349034.95,47.28443635182294
977927400,132,133.73437,131.25,133.3125,NaN,NaN,NaN,NaN,132.76562333333334,143.68343705000018,141.40031190000002,132.97710906659395,4854102,8324934.95,49.133306872613744
978013800,132.8125,133.875,132.59375,133.71875,NaN,NaN,NaN,NaN,133.39583333333334,143.65296830000017,141.2562494,133.04774153644215,8358699,8397164.8,49.92643346397707
978100200,134.0625,134.28125,131.1875,131.1875,NaN,NaN,NaN,NaN,132.21875,143.57718705000016,141.08124940000002,132.8705756758286,8774602,8275814.8,45.19763242429685
978445800,132,132.15625,127.5625,128.8125,NaN,NaN,NaN,NaN,129.51041666666666,143.48656205000017,140.89499940000002,132.48409227813065,8737398,8333324.75,41.24982577491037
978532200,128.3125,136,127.65625,135,NaN,NaN,NaN,NaN,132.88541666666666,143.42765580000017,140.77781190000002,132.7237025373563,19431600,8955084.85,52.81346550199603
978618600,134.9375,135.46875,133,133.54687,NaN,NaN,NaN,NaN,134.00520666666668,143.34945265000016,140.63999940000002,132.80209943856048,9219000,8971864.95,50.30905512450248
978705000,133.46875,133.625,129.1875,129.1875,NaN,NaN,NaN,NaN,130.66666666666666,143.24492140000018,140.4390619,132.4578518729833,12911398,8973034.85,43.62553125884574
978964200,129.875,130.1875,127.6875,130.1875,NaN,NaN,NaN,NaN,129.35416666666666,143.13335890000016,140.24937440000002,132.24162788508013,6625301,8977844.8,45.416874042741696
979050600,131.04687,131.5,129.42187,129.84375,NaN,NaN,NaN,NaN,130.25520666666668,143.01476515000016,140.06156190000002,132.01325856269156,5702398,8749159.6,44.88883989601779
979137000,129,132.125,128.8125,132.125,NaN,NaN,NaN,NaN,131.02083333333334,142.91570265000016,139.88093690000002,132.02390060433999,8746102,8866184.6,49.11682842744084
979223400,131.09375,133.48437,131.09375,132.25,NaN,NaN,NaN,NaN,132.27604,142.82164015000018,139.70656190000003,132.04543388011712,7245301,8977304.75,49.34614138510777
979309800,132.6875,133.71875,131.28125,132,NaN,NaN,NaN,NaN,132.33333333333334,142.72554640000016,139.5209369,132.0411068439155,7244000,9035979.75,48.87176060341907
979655400,132,133.1875,131.51562,132.84375,NaN,NaN,NaN,NaN,132.51562333333334,142.64632765000016,139.3462494,132.11754904925687,8542199,9074169.8,50.59790727312005
979741800,134.84375,135.04687,132.64062,133.45312,NaN,NaN,NaN,NaN,133.71353666666667,142.56171825000015,139.1723431,132.24474628266097,7851398,9013474.65,51.86193741730903
979828200,133.4375,135.70312,132.9375,134.78125,NaN,NaN,NaN,NaN,134.47395666666668,142.47937450000015,139.0070306,132.4863180652647,8106898,9057049.65,54.589131778997896
979914600,136.1875,136.1875,133.875,134.01562,NaN,NaN,NaN,NaN,134.69270666666668,142.42070260000014,138.83468680000001,132.63196586857282,7782500,8965339.7,52.73438589923902
980173800,134.25,135.78125,133.5625,134.90625,NaN,NaN,NaN,NaN,134.75,142.34929635000015,138.6660931,132.84856435728017,7050898,8818174.65,54.66405976888372
980260200,134.46875,136.65625,134.15625,135.96875,NaN,NaN,NaN,NaN,135.59375,142.27671825000016,138.5078119,133.14572489468205,8463102,8524754.75,56.92347264020251
980346600,136.25,137.3125,135.84375,136.375,NaN,NaN,NaN,NaN,136.51041666666666,142.20140575000016,138.36812440000003,133.45327490471232,6199898,8325604.75,57.78967778217032
980433000,136.25,137.25,135.65625,136.03125,NaN,NaN,NaN,NaN,136.3125,142.12734325000017,138.20499940000002,133.69879634235878,10818301,8633254.75,56.74980911223888
980519400,135.15625,136.125,134.45312,135.875,NaN,NaN,NaN,NaN,135.48437333333334,142.05468700000017,138.03999940000003,133.9060538335627,7136801,8747389.7,56.25430644358099
980778600,135.5,136.89999,135.37,136.60001,NaN,NaN,NaN,NaN,136.29,142.00628080000016,137.893187,134.1626210875091,6705898,8664749.65,58.08315939739162
980865000,136.3,137.92,135.78999,137.8,NaN,NaN,NaN,NaN,137.16999666666666,141.97403080000015,137.77337450000002,134.50903812679397,7069102,8579474.65,60.99010295454074
980951400,137.39999,138.7,136.60001,137.02,NaN,NaN,NaN,NaN,137.44000333333335,141.96725580000015,137.63513700000001,134.7481773528136,9706898,8627949.65,58.166382050827075
981037800,137.10001,137.95,136.25,137.92999,NaN,NaN,NaN,NaN,137.3766633333333,141.95315575000015,137.5163119,135.0512071287361,8239602,8068349.75,60.46602087209022
981124200,137.39999,137.99001,134.75,134.8,NaN,NaN,NaN,NaN,135.84667,141.90481200000013,137.36837440000002,135.02728264028505,8276500,8021224.75,50.236709376499775
981383400,134.8,135.94,134.75,135.78999,NaN,NaN,NaN,NaN,135.49333,141.86813695000015,137.2415868,135.09992143644837,4352898,7593299.75,52.94805649843213
981469800,135.3,136.7,135.22,135.39,NaN,NaN,NaN,NaN,135.76999999999998,141.82602445000015,137.1065806,135.12754796631043,7106699,7617369.65,51.7218790203076
981556200,134.72,135.39999,133.67999,134.69,NaN,NaN,NaN,NaN,134.58999333333333,141.78822445000014,136.9687931,135.08587673142372,5748699,7619684.7,49.558870163569736
981642600,134.8,135.39999,133.10001,133.12,NaN,NaN,NaN,NaN,133.87333333333333,141.71304320000013,136.83905560000002,134.89865037605003,5943301,7479544.65,45.01213258690064
981729000,133.35001,133.35001,131.25999,131.84,NaN,NaN,NaN,NaN,132.15,141.63982135000015,136.71089310000002,134.60735034023574,9913000,7612929.6,41.65662966059938
981988200,131.7,133.5,131.7,133.35001,NaN,NaN,NaN,NaN,132.85000333333332,141.57657140000015,136.5847057,134.48760364116566,5804398,7540949.5,46.70412754506785
982074600,133.7,134.17,132,132.25999,NaN,NaN,NaN,NaN,132.80999666666665,141.51240260000014,136.45839940000002,134.27544996105465,6587602,7443219.65,43.76098658339286
982161000,132.64999,132.64999,130.66,132.06,NaN,NaN,NaN,NaN,131.78999666666667,141.43739010000013,136.3271244,134.0644547266685,8400102,7470654.85,43.22280694351486
982247400,132.84,133.52,132.5,133.34,NaN,NaN,NaN,NaN,133.12,141.38346510000014,136.20771190000002,133.99545903841434,5928602,7361740.05,47.65954722865256
982333800,131,131.28999,129.3,130.39999,NaN,NaN,NaN,NaN,130.32999333333333,141.32734005000015,136.07014930000003,133.65303341570822,6434898,7294359.95,39.939555464803554
982679400,131.03999,131.14,128.10001,128.39,NaN,NaN,NaN,NaN,129.21000333333333,141.26022755000014,135.9299868,133.15179213802173,5760000,7229815.05,35.6838776707761
982765800,127.89999,128.84,125.5,125.62,NaN,NaN,NaN,NaN,126.65333333333335,141.17067130000015,135.75462430000002,132.43447860106727,10910801,7352200,30.811422835866793
982852200,126.35001,126.53999,123.02,125.81,NaN,NaN,NaN,NaN,125.12333000000001,141.08745570000016,135.5514743,131.8035758771561,21281600,8106285.1,31.502314877801425
982938600,125.08,125.53999,121.8,124.96001,NaN,NaN,NaN,NaN,124.10000000000001,141.00569325000015,135.3648244,131.15180769837934,20173008,8574020.45,30.056352590143376
983197800,125.8,127.62,124.5,127.62,NaN,NaN,NaN,NaN,126.58000000000001,140.95316825000015,135.20258690000003,130.81544506043846,11502602,8792310.5,39.42653016221171
983284200,126.8,127.84,125.50999,126.44,NaN,NaN,NaN,NaN,126.59666333333331,140.87896200000014,135.04198690000004,130.39873600706338,11415000,9027765.6,37.05497743439965
983370600,126.75,126.84,123.27,123.95,NaN,NaN,NaN,NaN,124.68666666666668,140.78464950000014,134.84461190000005,129.78457067305735,14831102,9415865.6,32.59893188860946
983457000,124.05,124.60001,121.75,124.60001,NaN,NaN,NaN,NaN,123.65000666666666,140.68124330000012,134.64873700000004,129.29080298990903,14672000,9664120.7,34.80305421448669
983543400,122.5,125.64999,122.3,123.61,NaN,NaN,NaN,NaN,123.85333000000001,140.56648080000014,134.47421200000005,128.74977413372721,12564301,9880355.65,33.03131806894068
983802600,124.14999,124.78,123.81,124.74001,NaN,NaN,NaN,NaN,124.44333666666667,140.46439960000015,134.32161210000004,128.367891835277,5293199,9731190.6,36.975171347822645
983889000,126.35001,127.75,125.49001,126.08,NaN,NaN,NaN,NaN,126.44000333333332,140.37573710000015,134.20553710000004,128.14999737477441,6917000,9859395.7,41.383489338396316
983975400,126.89999,127.03999,125.75999,126.98,NaN,NaN,NaN,NaN,126.59332666666667,140.30501210000014,134.11002460000003,128.03856905336733,6371699,9822645.7,44.206239928240514
984061800,126.60001,127.24001,126.14,127.12,NaN,NaN,NaN,NaN,126.83333666666664,140.24029960000016,134.04997460000004,127.95108628637996,6055000,9837960.75,44.652737294341875
984148200,126.10001,126.10001,123.11,123.36,NaN,NaN,NaN,NaN,124.19000333333334,140.16709960000014,133.90794960000005,127.5138399733914,10020301,10041810.75,36.25996965102422
984407400,122.34,122.5,117.75,118.08,NaN,NaN,NaN,NaN,119.44333333333331,140.05624960000014,133.70687460000005,126.6153790235446,13972898,10244805.65,28.23453571255206
984493800,119.39999,120.44,117.53,120.02,NaN,NaN,NaN,NaN,119.33000000000001,139.96713085000016,133.55957460000005,125.98724768796893,12887199,10598945.7,34.01348362398332
984580200,117.05,119.28999,115.75,117.64999,NaN,NaN,NaN,NaN,117.56332666666665,139.86538080000017,133.39357450000006,125.19322314625761,19883392,11263735.2,30.7552265725878
984666600,118.45,118.86,117.36,117.67999,NaN,NaN,NaN,NaN,117.96666333333332,139.74018700000016,133.17756190000006,124.47767713232831,10370301,11362245.15,30.8455312485613
984753000,117.13,117.39999,114.81,115.00999,NaN,NaN,NaN,NaN,115.73999333333335,139.60117445000017,132.92859930000006,123.57599264353514,58515392,13991584.65,27.418334756537234
985012200,115.75999,117.69,114.82001,117.35001,NaN,NaN,NaN,NaN,116.62000666666665,139.46136200000015,132.69678690000006,122.98304191557942,10067801,14173229.8,34.30734105791309
985098600,117.89999,118.46001,114.11,114.2,NaN,NaN,NaN,NaN,115.59000333333334,139.29314325000016,132.44284940000006,122.14656173314329,15086898,14639574.7,30.15774715995262
985185000,114.17999,115.25999,111.89999,112.25999,NaN,NaN,NaN,NaN,113.13999000000003,139.11881820000016,132.20232430000007,121.20498347284392,19004704,15044269.85,27.918092788775766
985271400,112.02,112.60001,108.03999,111.12,NaN,NaN,NaN,NaN,110.58666666666666,138.94207445000015,131.94664930000008,120.2445088563826,28625600,15411469.85,26.66493876327607
985357800,113.25,114.66,111.5,114.48,NaN,NaN,NaN,NaN,113.54666666666665,138.77705260000016,131.6986368000001,119.69550801291759,12861699,15045904.4,35.81041257588605
985617000,115.7,116.27,114.77,115.94,NaN,NaN,NaN,NaN,115.66000000000001,138.62222135000013,131.45272430000009,119.3378405831159,9943801,14967964.35,39.349776492306
985703400,115.62,118.64999,115.28,118.31,NaN,NaN,NaN,NaN,117.41333000000003,138.48080260000015,131.20629310000007,119.23995100377154,12881199,15041274.3,44.68198805208244
985789800,116.89999,116.95,114.89999,115.03999,NaN,NaN,NaN,NaN,115.62999333333333,138.33162755000015,130.93200550000006,118.83995471769806,10953301,14847384.25,39.51936577846634
985876200,114.7,116.5,109.34,115.48,NaN,NaN,NaN,NaN,113.77333333333333,138.17105880000017,130.65977430000007,118.51995903029825,12061398,14716854.15,40.515323980596854
985962600,115.55,116.69,114.5,116.69,NaN,NaN,NaN,NaN,115.96,138.01529005000015,130.39886180000008,118.34567721788889,9183602,14547819.2,43.281361581579596
986218200,116.3,117.38,113.8,114.2,NaN,NaN,NaN,NaN,115.12666666666668,137.84550880000015,130.10304930000007,117.95085081618518,10561000,14811209.25,39.23786561223749
986304600,113.98,114.14999,110.06,110.39,NaN,NaN,NaN,NaN,111.53332999999999,137.66449005000015,129.76944930000008,117.2307697860723,12836000,15107159.25,34.00322864845714
986391000,110.578,112.10001,109.3,110.85001,NaN,NaN,NaN,NaN,110.75000666666666,137.47639635000013,129.47232440000008,116.62307837787493,14884500,15532799.3,35.12851235344924
986477400,113.3,115.49001,112.5,115.05,NaN,NaN,NaN,NaN,114.34667,137.31195885000014,129.22251190000006,116.4732613895059,21517600,16305929.3,44.442721224652104
986563800,113.991,114.39999,112.06,113.3,NaN,NaN,NaN,NaN,113.25333,137.13924010000014,128.98926190000006,116.17104601907675,14937801,16551804.3,41.752726479998906
986823000,114,114.99001,112.78,114.56,NaN,NaN,NaN,NaN,114.11000333333334,136.98391510000013,128.77923690000006,116.01761306487897,9034301,16304874.45,44.36383633813961
986909400,115.45,117.75,115.17,116.64999,NaN,NaN,NaN,NaN,116.52333,136.84529005000016,128.55448680000006,116.07783943965241,17873296,16554179.3,48.48870704652544
986995800,118.78,118.99001,116.14,116.73,NaN,NaN,NaN,NaN,117.28666999999999,136.69776820000016,128.32616180000005,116.13994996920933,12722301,16196124.75,48.64567641943469
987082200,116.3,118.94,115.96001,118.85001,NaN,NaN,NaN,NaN,117.91667333333334,136.56623700000014,128.14091190000005,116.39805092452272,9233199,16139269.65,52.75392339785593
987427800,118.28999,118.89,116.91,117.60001,NaN,NaN,NaN,NaN,117.80000333333334,136.42642455000015,127.95050580000004,116.51252321742533,7348699,13580935,50.203734546941796
987514200,117.31,119.66,117.02,119.25999,NaN,NaN,NaN,NaN,118.64666333333332,136.30178700000013,127.79623070000005,116.77418672052768,10924699,13623779.9,53.42376156435857
987600600,121.06,126,120.69,124,NaN,NaN,NaN,NaN,123.56333333333333,136.19538075000014,127.68248070000006,117.46235941381076,32491008,14493985.4,61.14920976398063
987687000,124.25,125.84,123.58,125.64999,NaN,NaN,NaN,NaN,125.02333,136.08722445000015,127.61757440000005,118.2421337553526,13810398,14234270.1,63.423511190468204
987773400,124.89999,125.39999,123.66,124.5,NaN,NaN,NaN,NaN,124.51999666666666,135.98659945000014,127.51413690000005,118.83812101674759,7626699,13184325.05,60.754066339450404
988032600,123.64999,123.89,121.91,122.24001,NaN,NaN,NaN,NaN,122.68000333333333,135.86904950000016,127.37622450000005,119.16211044372402,8451801,12963830.15,55.78489019890716
988119000,122.52,123.64999,121.10001,121.58,NaN,NaN,NaN,NaN,122.10999999999999,135.73648075000017,127.25514950000004,119.39238563955982,10045301,12968905.15,54.38587057400097
988205400,121.42,123.67,120.95,123.17,NaN,NaN,NaN,NaN,122.59666666666668,135.61311200000014,127.15247450000004,119.75215843579221,8249000,12737295.2,57.17239168797967
988291800,123.73,125.22,123.5,123.72,NaN,NaN,NaN,NaN,124.14666666666666,135.49093075000016,127.06686200000004,120.1300481085739,10590398,12719150.05,58.12532958378516
988378200,124.92,125.84,124.2,125.78,NaN,NaN,NaN,NaN,125.27333333333335,135.37420575000016,127.00247450000005,120.66813876490019,8048898,12518525.05,61.57402533694329
988637400,126.45,127.27,124.67,124.91,NaN,NaN,NaN,NaN,125.61666666666666,135.24984950000015,126.91813700000004,121.0721255491954,10764898,12597589.85,59.35088245097791
988723800,125.07001,127.14999,124.60001,127.05,NaN,NaN,NaN,NaN,126.26666666666667,135.12884950000014,126.81144950000004,121.6414469254625,10578102,12598444.95,62.89927330286416
988810200,127.41,127.69,126,126.82001,NaN,NaN,NaN,NaN,126.83667,135.00794955000015,126.72449340000003,122.13464340875178,9572898,12435289.85,62.27014378696999
988896600,126.13,126.14999,124.22,125.21001,NaN,NaN,NaN,NaN,125.19333333333331,134.88517150000015,126.64003100000004,122.42753546506114,9926199,12187374.8,57.903938571590636
988983000,123.64999,127.35001,123.44,127.34,NaN,NaN,NaN,NaN,126.04333666666665,134.77843400000015,126.57374350000003,122.89538923029342,12145301,11718759.85,61.72733517026387
989242200,126.86,127.38,126.23,126.24001,NaN,NaN,NaN,NaN,126.61667,134.65650905000015,126.44989360000004,123.21392454169404,7185199,11331129.75,58.75922641243571
989328600,126.86,127.10001,125.56,126.17999,NaN,NaN,NaN,NaN,126.28000000000002,134.54897150000016,126.33138100000004,123.49640696629461,6952602,11227044.8,58.593670413061375
989415000,125.25,126.55,125.06,125.64999,NaN,NaN,NaN,NaN,125.75332999999999,134.44300270000016,126.22647470000004,123.70151011236179,9507398,10808749.9,57.064693579607265
989501400,127.25999,127.5,125.77,126.02,NaN,NaN,NaN,NaN,126.42999999999999,134.33654020000017,126.14261220000004,123.92231867308924,6872398,10516254.75,57.890825129592905
989587800,126,126.49001,124.39999,125.14999,NaN,NaN,NaN,NaN,125.34666333333332,134.23291515000017,126.08442460000003,124.03923975184264,7736602,10441424.9,55.20127752004261
