,Unnamed: 0,date,rsi,relative_vol,ov_ni_%_change,day_o_c_delta%,hofd_o_delta%,y_rsi,y_rel_vol,y_o_c_delta%,y_hofd_o_delta%,tm_rsi,tm_rel_vol,tm_o_c_delta%,tm_hofd_o_delta%
494,693,2011-08-08 13:30:00,17.54952231802241,2.788047278438329,-7.555420967246678,-13.149264638415165,3.1783539259859133,29.191629306994802,2.386617345883068,9.078215065992284,9.078215065992284,23.76894287928545,2.561881167635056,-4.947320885841044,0.7500937449608485
496,695,2011-08-10 13:30:00,25.101564679513245,2.139577964471598,-6.40205382691205,-7.504401841972698,3.36134690266981,34.10912102059666,1.8741825065819688,10.773634607821656,14.921814532284705,29.191629306994802,2.386617345883068,9.078215065992284,9.078215065992284
502,701,2011-08-18 13:30:00,32.89435093442164,1.1067648791332918,-7.700390567032603,-5.948292297573783,0.11400342443574445,31.22771983988784,0.894903820234261,-1.1365639790196143,7.745775203921275,38.603283166082846,0.8953578802558816,-1.6899905700065891,2.276235278439336
503,702,2011-08-19 13:30:00,31.22771983988784,0.894903820234261,-4.000847694760054,-1.1365639790196143,7.745775203921275,31.220962450086546,0.9076001175004286,-6.155027497885468,0.11995327529752456,32.89435093442164,1.1067648791332918,-5.948292297573783,0.11400342443574445
513,712,2011-09-02 13:30:00,42.10601290585324,0.7187708007265741,-6.357969723953702,-1.62360277216025,1.734304973938499,40.90492299133686,0.9884290497006386,7.1693094629156,7.539074969956544,47.210032795118465,0.8128383803134441,-3.3561467208652456,2.7717494429230864
514,713,2011-09-06 13:30:00,40.90492299133686,0.9884290497006386,-8.702222902398894,7.1693094629156,7.539074969956544,47.03152798271551,0.6456410235706266,3.574693760465738,4.032986140136758,42.10601290585324,0.7187708007265741,-1.62360277216025,1.734304973938499
518,717,2011-09-12 13:30:00,41.88089500990225,1.1681815249228158,-3.899278805156737,6.0348262395570815,6.199614414948851,44.14536524764887,1.0812897207380139,2.02197318701797,3.158137252002143,40.446028612701795,1.0140396013767483,-4.715196312418662,1.2070962311428768
523,722,2011-09-19 13:30:00,49.917908066529684,0.901071523048196,-4.973704034003677,2.134512394872976,3.7334995658048533,49.32510736184194,0.8630836253302869,-1.9851470268677962,2.744699014034532,52.49178079235347,0.7629484569640171,0.3577548369476126,1.5591160225512193
526,725,2011-09-22 13:30:00,36.70749460647461,1.5454709274718523,-8.537037399218987,-1.2515865665859032,2.772806719659985,38.26062982515724,0.9795496123063614,3.761209931261063,5.357517263458103,42.16902285017802,1.4600925704213412,-9.180631741345477,0.9868011356872229
532,731,2011-09-30 13:30:00,39.43264917145292,1.0298064200206924,-4.189938048065113,-3.4360773755275047,2.728015379744288,35.097699803854105,1.2626034115171272,-7.42691882658779,4.043126613563069,43.88400470117468,1.3154739599276877,-2.9246544474471405,1.1621034213706187
534,733,2011-10-04 13:30:00,39.94390421776055,2.0482727168137465,-3.9876404167941386,11.297881808472763,11.891183101934265,43.96642853896003,1.3282432022770918,4.984575057115693,5.822651269249412,35.097699803854105,1.2626034115171272,-7.42691882658779,4.043126613563069
554,753,2011-11-01 13:30:00,49.4448214356883,1.0946009599649895,-8.190903669730092,0.08781962645361946,3.863705288545533,52.775859383906365,0.8868700583478578,0.5052905021191765,1.6338110271329622,56.3751419425352,0.4924720436769154,-4.1125280499151735,0.386516003410047
560,759,2011-11-09 14:30:00,48.801103036337395,1.673894458357585,-7.095890119344224,-4.395046745162301,1.4485676793978541,50.54296649912098,0.9031563913015118,-1.6056840962743013,0.2648727204538076,59.209143347505034,0.9086643829094506,2.1878131769873814,2.4691286253517735
568,767,2011-11-21 14:30:00,41.4543113736774,1.4865662334945169,-4.387394718064638,-1.1192054536643306,0.5222884170069597,40.62620402350903,1.1620781660716686,-0.6266451457504418,1.6900892352349615,45.31399441625727,1.0946691344063857,-1.3893631579014085,0.6683218362082758
662,861,2012-04-09 13:30:00,45.049025494471074,1.0093254767080708,-3.7453971923104197,0.4063283670484743,1.6130931772800698,36.40441393336728,1.8550479512197344,-4.741208850469582,0.7989230517262638,52.74743705592312,0.9192074444214122,0.6441672870951953,1.634266722189115
700,899,2012-06-01 13:30:00,29.16611876482736,1.3810651516218415,-4.916839076211081,-2.859313699008181,0.9275955665808371,28.72723929384821,1.2467217442010892,-0.8431184422065469,0.9367399807435941,36.82847719293864,1.2835603058937235,-0.6751058197820631,1.4076439829019887
735,934,2012-07-23 13:30:00,49.55745755786865,1.1095276565368664,-4.411473372533248,1.517860043786545,2.283599924254685,45.658507585302594,1.4308170808014222,-2.7281284859576265,0.04031756696063104,54.85407387397439,1.0414706577260429,-1.0924528799507405,0.3748970254911359
840,1039,2012-12-21 14:30:00,55.651030921791076,1.7008130409906117,-4.330634559421624,1.8497199879778115,2.3782271695761286,53.043316187977005,0.6580982308623444,-0.36369944580430813,0.12500634169201988,62.42670241577363,1.11774772856416,1.4269842172329568,1.5050184450011281
910,1109,2013-04-05 13:30:00,52.69430348614593,0.6654583584021692,-3.630191408762897,2.4119246421516856,2.710027687810881,57.343845726433365,0.5275890468282729,1.7956165830472663,1.7956165830472663,56.45342117245468,0.436147677708628,0.8161979989468172,1.3954502369668247
1118,1317,2014-01-31 14:30:00,39.4734343729081,1.211133705517608,-3.7566775805617776,1.9337511190689316,3.957027752909581,31.35341871085033,2.570617089021915,-6.414096916299561,0.6872246696035252,42.41032813015093,1.2186052497756743,0.6766134628730058,1.5614156835530857
1296,1495,2014-10-15 13:30:00,29.49348257485105,2.9942267577213806,-4.349125691227017,1.7343749999999991,2.918749999999992,29.523411925055385,1.860084307542644,5.253111362534341,7.58041053822532,31.72290196615864,1.6358137017637255,-0.8740740740740792,2.2222222222222223
1297,1496,2014-10-16 13:30:00,29.523411925055385,1.860084307542644,-4.976194133005686,5.253111362534341,7.58041053822532,36.62023677231297,1.3973854961565302,0.33249220721387784,2.1968235119489234,29.49348257485105,2.9942267577213806,1.7343749999999991,2.918749999999992
1358,1557,2015-01-14 14:30:00,41.9228928620382,1.773458169818834,-3.598074608904928,1.8849082511546686,2.2344276619648062,38.512493651230095,1.7296305611223062,-3.7916414294367,0.6056935190793459,44.377731970105934,1.7383713305087027,-3.0564629024731738,1.8898740083994454
1366,1565,2015-01-27 14:30:00,47.12802447314858,1.2849272041502002,-3.658676453721755,-0.36904761904762173,1.7261904761904794,41.81889527565886,1.1734930020336658,-5.886483323581042,0.23405500292569084,53.93325745113117,0.5122447286626962,1.0547056096430187,1.1937876680574884
1511,1710,2015-08-24 13:30:00,18.912258765862997,2.7901560234031453,-14.843852084150006,3.2376860518643538,15.083627435936778,17.63851706687815,2.0050031158908683,-12.587695628710197,0.0,25.18618461979102,3.1039898421173464,-6.476842233899545,1.7353049004032772
1517,1716,2015-09-01 13:30:00,32.677903593039886,1.5521268101798442,-6.8172810146650775,-2.268538210690478,2.6088189422940644,38.51865337711721,0.8430357703467692,0.9987515605493118,1.095852406713819,38.612374854400564,0.765141714756282,-0.8124754291704948,1.4152797798453653
1520,1719,2015-09-04 13:30:00,35.670233007699025,0.8663798328995432,-3.978052126200282,-0.471428571428569,1.499999999999996,43.43802009133143,0.7453978009619353,2.346841315322689,2.4423522990858126,38.651609887500406,1.0070371919133771,-1.0586319218241058,2.8501628664495033
1529,1728,2015-09-18 13:30:00,43.602806573012025,0.9706676705538776,-4.5601343495672415,-0.4466702761234412,2.9642663779101217,45.44225070322426,0.7450812759483135,-0.0936204360037357,1.8001872408720125,48.72277064314606,1.3564460192139922,-0.4757006942658839,4.217536641810234
1531,1730,2015-09-22 13:30:00,41.8150859219882,1.0591703071416734,-3.8554216867470013,0.05569479253690651,0.918824839877482,41.32724874136192,0.6858619680201489,-0.7361111111111127,0.9722222222222262,45.44225070322426,0.7450812759483135,-0.0936204360037357,1.8001872408720125
1539,1738,2015-10-02 13:30:00,48.09046450792178,1.4400663450104951,-3.848915697256919,8.469006721433908,8.543689320388347,54.25703739779857,1.3830257918434272,3.0425417339795437,3.4666128163704935,42.61085273481231,1.0428206306247012,0.18705035971222367,0.6762589928057537
1588,1787,2015-12-11 14:30:00,37.645892085702684,2.0263141384061685,-3.5926013753853465,-2.299840118066664,1.1068749231336754,40.633578466396756,1.5954637797858275,1.3555918162419962,1.3555918162419962,45.62016485710611,0.8770030605058999,0.5484024797329613,2.8135431568907956
1602,1801,2016-01-04 14:30:00,41.76325896112567,1.5456020084184752,-5.103764478764466,0.7628734901462101,0.8391608391608348,42.778940606875636,0.9423982203411324,-0.06263309532756753,0.6637855442815956,47.07777485226655,0.7377807173732193,-1.6844602609727186,1.1506524317912206
1604,1803,2016-01-06 14:30:00,38.45856332865445,1.7883756788395226,-4.5249435948859364,0.5776552448470497,2.5863200735197567,32.38141050478039,1.9371627400032727,-2.011019283746548,3.3746556473829243,42.778940606875636,0.9423982203411324,-0.06263309532756753,0.6637855442815956
1605,1804,2016-01-07 14:30:00,32.38141050478039,1.9371627400032727,-5.2343036157159695,-2.011019283746548,3.3746556473829243,30.184066445376267,1.57418847000342,-4.854100401051037,1.0786889780113416,38.45856332865445,1.7883756788395226,0.5776552448470497,2.5863200735197567
1611,1810,2016-01-15 14:30:00,31.046084513160988,1.9610794153457336,-7.975460122699378,1.761904761904761,3.4284126984126875,31.58515489797824,1.3338154859062787,-3.0421686746988104,0.1355421686746825,35.19480848914776,1.9428688228281528,3.4920634920634734,5.759637188208598
1613,1812,2016-01-20 14:30:00,29.471484302867175,2.3137272218508764,-4.799627213420312,1.2889541523902743,4.078968836678088,31.111955431311497,1.4749697732229512,0.4315167012945551,4.0434713121304044,31.58515489797824,1.3338154859062787,-3.0421686746988104,0.1355421686746825
1626,1825,2016-02-08 14:30:00,36.62591091916257,1.1160779621015298,-3.4699324854765283,-0.5855562784645404,0.4921925829538148,36.530263651343695,0.9422293897232312,3.4225686208064996,6.099457810911551,39.728934941475046,0.8427510440192871,-4.911914004180361,0.014929829799926702
1627,1826,2016-02-09 14:30:00,36.530263651343695,0.9422293897232312,-3.4358638743455403,3.4225686208064996,6.099457810911551,36.415050446924326,0.8438311768496825,-1.8044143708715925,3.061060093442885,36.62591091916257,1.1160779621015298,-0.5855562784645404,0.4921925829538148
1629,1828,2016-02-11 14:30:00,33.588317769847485,1.4145133982294666,-4.872846595570148,1.2763021731631632,3.070024146257332,41.271763540871945,0.7346048302588751,2.5721352019785693,2.6051112943116217,36.415050446924326,0.8438311768496825,-1.8044143708715925,3.061060093442885
1722,1921,2016-06-24 13:30:00,37.73490430319061,2.67913733734438,-10.332633440159126,-0.5052994823761358,5.373305398077393,31.773138899480713,2.2010059827658366,-3.2474946086515315,0.06342762907522156,60.98874850630951,1.0060652414390938,1.480318492766618,1.5363911629471845
2129,2328,2018-02-06 14:30:00,37.930227361255156,3.1342690596407152,-4.912612187057168,11.003477396920019,11.64927968206658,36.26268040330819,2.0507514318946867,-1.014198782961451,4.237097137705663,28.62919343368152,3.6219840720831153,-10.106157112526533,2.7600849256900153
2168,2367,2018-04-04 13:30:00,44.37646900754907,1.398616274882745,-4.65815176558978,8.274231678486995,9.061203047018642,46.82328385667015,0.9555487124148736,0.04752851711027359,1.2096007604562746,40.65982677554101,1.3256975405654532,2.1227621483375914,2.7109974424552306
2309,2508,2018-10-23 13:30:00,31.41690769333817,1.5727401256915898,-4.613356766256594,3.040073698756334,4.537079686780283,24.028924125908066,1.7747897393860808,-8.868980963045916,0.44770436730123075,33.24488734236971,1.0506793621433044,-2.128574500107493,0.3225112878950733
2312,2511,2018-10-26 13:30:00,29.246921511953783,1.7811208586828309,-4.776328052190131,-0.7585025691215933,3.3276241742109116,28.16157088984565,1.3991571762833586,-5.431688804554078,1.5417457305502984,33.32613420800132,1.218970763854281,3.173076923076924,4.999999999999996
2329,2528,2018-11-20 14:30:00,35.22230943380485,1.382815931269194,-4.5389733840304105,-1.344286781179983,1.8919591735125665,36.593051431846206,0.7101644720929522,-0.9162951956414178,1.3174839029222298,40.458652392437116,0.9324563401900272,-3.992699064567648,0.29660050193931686
2339,2538,2018-12-06 14:30:00,44.829285412791606,1.9470944969996518,-4.988123515439433,4.649999999999999,4.674999999999994,38.553654962919886,1.7701389232934135,-6.559346468044202,1.9855838539163853,45.383605878686026,1.6819377854090451,-8.617321467332317,0.520946385934452
2353,2552,2018-12-27 14:30:00,36.745103233514044,1.7066802960498917,-4.598794798604511,7.047872340425547,7.081117021276604,36.397148035577395,1.4402247026548955,-2.2296884544899327,2.1075137446548493,34.701018477222675,1.7013572165114486,12.286324786324796,12.500000000000005
2356,2555,2019-01-02 14:30:00,39.39716500217687,1.1011993827502295,-4.802431610942244,5.140485312899104,6.385696040868455,34.41640128140703,1.0776850004939154,-5.222256760957424,0.310537768106926,39.29686791323244,0.9724464310657196,0.7040097949188762,0.7652280379553107
2441,2640,2019-05-06 13:30:00,60.77524116582664,1.334418551105874,-4.861244019138755,3.88251860792597,4.324884329108835,45.226458774770286,2.2581527935005856,-2.290380402310294,0.677155945030863,65.73704295891196,0.8566906092842265,1.2400697539236594,1.5500871924045674
2446,2645,2019-05-13 13:30:00,32.00832484397496,2.410642548010137,-5.779048396977737,-1.6905071521456463,1.1703511053315976,38.32029717791949,1.239769967560565,1.3069048137660673,3.2454802875190634,45.615140860893106,1.8110569898780533,2.340647857889232,3.3855799373040694
2504,2703,2019-08-05 13:30:00,27.45735885022468,2.4894944717735803,-4.7167949477008095,-4.453189726594861,0.10356255178127,35.81731296825268,1.3456635949301374,1.910828025477704,2.1133757961783366,38.871634796526095,2.0787285211559903,-1.2088126340417185,0.19496977968415172
2506,2705,2019-08-07 13:30:00,36.19840306744803,2.0457840482221537,-3.5833333333333313,3.910976663785657,4.753673292999126,46.62660569853478,1.2411495645984294,3.9885457148701224,3.9885457148701224,35.81731296825268,1.3456635949301374,1.910828025477704,2.1133757961783366
2511,2710,2019-08-14 13:30:00,36.85721102598402,2.092497554707593,-4.6405098585939015,-4.490392648287397,0.751879699248119,38.006516391021364,1.3979967527188473,-0.2596278667243562,0.7572479446127249,46.56274895924655,1.3481847352852192,5.085809962327333,6.693804939305141
2609,2808,2020-01-03 14:30:00,63.79707127107126,1.6233714527627756,-3.4457370048593776,1.0828122617050602,2.3638859234406158,66.38097264135293,1.0205954818546177,2.9795730302564856,3.0717247734602977,75.15074081407327,1.312813382373658,1.207153502235473,1.207153502235473
2624,2823,2020-01-27 14:30:00,45.90678935761748,1.5830018037595164,-5.2248394004282614,0.46693779183612333,1.9882512426570162,53.24245172485517,0.9933357658978588,1.6412834540884218,2.5454679875794857,60.3426175484721,1.8234580928366204,-3.37931034482759,0.0
2643,2842,2020-02-24 14:30:00,36.23165677615778,2.062532904387947,-9.267687215556473,-0.7295941632467,2.614379084967318,28.35329015789105,2.4188623441264534,-10.40567033629921,0.4976624943447418,52.882739072474486,1.1498097911415972,-1.894195643350009,0.25706940874035683
2646,2845,2020-02-27 14:30:00,20.792645549864872,2.887251399496687,-5.880347707516623,-7.913799348062292,4.328141977544369,20.386619820429203,3.14647733327992,8.623298033282893,8.623298033282893,27.54429839592564,2.417492973421484,-2.5415282392026595,3.763289036544844
2647,2846,2020-02-28 14:30:00,20.386619820429203,3.14647733327992,-9.00688298918387,8.623298033282893,8.623298033282893,34.909928241561616,2.219661324540855,10.606653620352253,10.66536203522504,20.792645549864872,2.887251399496687,-7.913799348062292,4.328141977544369
2651,2850,2020-03-05 14:30:00,35.84947785723391,1.6268143262486432,-7.5481430536451075,-2.7152687372140614,3.623209968383857,33.67184996071424,1.5964934964027508,4.631578947368427,6.105263157894734,41.42536111255442,1.3778800256783146,6.247716477895496,6.466934599926925
2652,2851,2020-03-06 14:30:00,33.67184996071424,1.5964934964027508,-9.195182565475056,4.631578947368427,6.105263157894734,26.117697992594017,2.0305204637600256,-4.240903387703901,8.030112923462976,35.84947785723391,1.6268143262486432,-2.7152687372140614,3.623209968383857
2653,2852,2020-03-09 13:30:00,26.117697992594017,2.0305204637600256,-19.818913480885318,-4.240903387703901,8.030112923462976,34.16693204849375,2.1060514888716098,3.79806558150507,3.79806558150507,33.67184996071424,1.5964934964027508,4.631578947368427,6.105263157894734
2655,2854,2020-03-11 13:30:00,30.26893787866821,1.896547271086304,-8.000000000000009,-7.1393280632410905,1.2598814229249138,25.085643625529627,2.676755004717063,-9.118644067796614,16.57627118644068,34.16693204849375,2.1060514888716098,3.79806558150507,3.79806558150507
2656,2855,2020-03-12 13:30:00,25.085643625529627,2.676755004717063,-21.521681298217622,-9.118644067796614,16.57627118644068,33.33146316204639,2.2482667353865904,7.347839798170918,7.726269315673276,30.26893787866821,1.896547271086304,-7.1393280632410905,1.2598814229249138
2658,2857,2020-03-16 13:30:00,28.03234200006966,2.629617209789508,-32.13866039952996,-2.5541125541125536,24.80519480519479,31.761266772310435,2.296996611351924,10.413153456998323,12.731871838111298,33.33146316204639,2.2482667353865904,7.347839798170918,7.726269315673276
2660,2859,2020-03-18 13:30:00,29.96646797523711,2.643131865861756,-18.13669339442535,3.731343283582076,10.494402985074625,29.86524146771605,2.223894196286271,1.897269782508099,10.134197130957896,31.761266772310435,2.296996611351924,10.413153456998323,12.731871838111298
2667,2866,2020-03-27 13:30:00,37.46443363899483,1.240957448790878,-9.120758847136084,-0.04014452027298901,9.514251304696913,40.21682910147406,0.9456463706910556,6.726632772780598,7.782557684786854,39.22556704285185,1.4750627750976832,13.604807791938653,15.44213034918661
2670,2869,2020-04-01 13:30:00,36.611021544216115,1.0141483897693029,-11.13243761996162,-2.4190064794816357,4.535637149028081,38.57870096922049,1.06380243248773,7.871198568872995,9.12343470483005,39.25155841492565,1.191496731039926,-3.518518518518516,3.3333333333333277
2679,2878,2020-04-15 13:30:00,48.75345218113573,0.6481588801925199,-6.523022432113343,0.09472687085569177,2.210293653299639,49.41392650940129,0.8201220615850063,0.006526218305105859,0.9077658890107738,51.59436437270721,0.7013359589086232,2.8330692696666913,3.773985783055008
2682,2881,2020-04-20 13:30:00,50.274305266070655,0.704837838079581,-4.228998849252011,-1.0513667768098571,4.025232802643447,46.16846853546898,0.856050001938603,-4.0387691065092675,1.538136095717644,52.925789196793716,0.7670273368252424,1.1641443538998795,1.804423748544812
2683,2882,2020-04-21 13:30:00,46.16846853546898,0.856050001938603,-5.282027929568909,-4.0387691065092675,1.538136095717644,49.10772266933992,0.4902847921365314,0.8214849921011107,2.7172195892575024,50.274305266070655,0.704837838079581,-1.0513667768098571,4.025232802643447
2691,2890,2020-05-01 13:30:00,49.54833546229639,0.8290983666664484,-5.2867132867132876,-2.569403425871227,0.8860011813349,49.9621919656248,0.6129489159217288,3.167701863354025,3.559937888198747,54.57834020064624,0.7844399386720401,-1.3248688931824368,0.7176373171405055
2719,2918,2020-06-11 13:30:00,46.724521763807964,1.8528605457647933,-7.245444801714887,-10.885139819736539,0.6933210076265245,49.541183819008246,1.633382435769705,-3.7642465353439536,0.7845096151293779,68.47873065595459,1.1085683127527204,-2.201257861635229,0.8805031446540768
2721,2920,2020-06-15 13:30:00,51.86650811943427,1.445692871047746,-6.143430290872624,9.537803900614481,10.820197702377763,56.42349265876174,1.3504531212803503,-2.320342419463846,0.13516557783285035,49.541183819008246,1.633382435769705,-3.7642465353439536,0.7845096151293779
