,date,open,high,low,close,200_ma,20_ema,100_ma,volume,volume_ma,rsi,relative_vol,atr,prev_close,$_change,%_change
199,2009-08-21 13:30:00,3.768296,3.912461,3.7499629999999997,3.889128,2.6578951600000007,3.5339115184321246,2.8606972900000014,92506392,125009744.6,66.27279579684676,0.7399934484787357,0.1926406041160592,3.889128,-0.12083200000000005,-3.1069175403843756
200,2009-08-24 13:30:00,3.946627,4.0041269999999995,3.847462,3.882461,2.656057675000001,3.5671067071528753,2.879537110000001,94839576,123676897.4,65.94373426767899,0.7668334021451608,0.18364670308704448,3.889128,0.05749899999999997,1.4784548104356547
201,2009-08-25 13:30:00,3.934961,4.019126,3.885794,3.906628,2.6575909950000005,3.5994420683764106,2.8968369400000014,126613924,123022251.2,66.59129196610557,1.0291953103196017,0.17190127731528332,3.882461,0.05249999999999977,1.3522350900627145
202,2009-08-26 13:30:00,3.8757940000000004,3.9632940000000003,3.834953,3.911628,2.6578784950000003,3.6291740618643713,2.9134784400000013,104155364,121928585.4,66.73223286707876,0.8542325301184048,0.16101120798646246,3.906628,-0.030833999999999584,-0.7892740235312803
203,2009-08-27 13:30:00,3.8991269999999996,3.970793,3.767463,3.9412949999999998,2.6590643200000006,3.6588998654963363,2.930899940000001,116315984,119403907.6,67.6054801052817,0.9741388396572042,0.1715909059898469,3.911628,-0.012501000000000317,-0.31958560476610554
204,2009-08-28 13:30:00,4.028293,4.049126,3.8566279999999997,3.933294,2.6614367950000006,3.6850326402109705,2.949899760000001,100246192,116814534.8,67.09397214805759,0.8581654001501875,0.1768176794923852,3.9412949999999998,0.08699799999999991,2.207345555204569
205,2009-08-31 13:30:00,3.814129,3.841629,3.756629,3.828295,2.665207590000001,3.6986766744765918,2.9671495800000014,81864624,114312926.8,60.61270753592221,0.7161449390866266,0.17677950961928884,3.933294,-0.11916500000000019,-3.0296489405572067
206,2009-09-01 13:30:00,3.770796,3.919793,3.5541300000000002,3.576631,2.6654992550000016,3.687053276907393,2.9794161200000016,173787236,114895359.2,48.51567291021232,1.512569673919432,0.22400038221446664,3.828295,-0.05749899999999997,-1.5019479951257666
207,2009-09-02 13:30:00,3.5257980000000004,3.600798,3.5099650000000002,3.535049,2.6678371550000013,3.672576679106689,2.9911035100000016,89493520,111033163.2,46.85183577055933,0.8060071191414998,0.19070853666085008,3.576631,-0.05083299999999946,-1.4212536881774906
208,2009-09-03 13:30:00,3.598297,3.63913,3.512464,3.6266300000000005,2.671716275000001,3.668200804906052,3.0049450300000013,75853884,107693143.4,50.8497985600361,0.7043520284133521,0.1746979024956376,3.535049,0.06324800000000019,1.789168976158469
209,2009-09-04 13:30:00,3.64413,3.783295,3.6116309999999996,3.783295,2.676249560000001,3.6791621568197614,3.0196532100000013,68810896,103440165.4,56.83203217230604,0.6652241489938685,0.17393942687172814,3.6266300000000005,0.017499999999999627,0.4825416433438102
210,2009-09-08 13:30:00,3.889128,3.8949620000000005,3.8224620000000002,3.890794,2.683636980000001,3.6993175704559738,3.034411390000001,70467752,101892173.4,60.39419702225096,0.6915914112790924,0.15837132015379615,3.783295,0.10583300000000007,2.7973763610820743
211,2009-09-09 13:30:00,3.9032940000000003,4.02246,3.868295,3.9807940000000004,2.6935577100000008,3.726124849460167,3.049519580000001,86225036,99806841.2,63.13683096072524,0.8639190957583376,0.15731974011534708,3.890794,0.012500000000000178,0.32127118526450327
212,2009-09-10 13:30:00,3.989127,4.114126000000001,3.9249620000000003,4.104126,2.7029659500000003,3.762124959035389,3.0690377200000016,78853724,97447868.4,66.55474747668782,0.8091888031488228,0.16528080508651027,3.9807940000000004,0.00833299999999948,0.20933009846778
213,2009-09-11 13:30:00,4.132459,4.1757919999999995,4.049126,4.104292,2.71050004,3.7947122962701134,3.0872975300000016,86366456,95984791.4,66.55924177500407,0.8997931311855724,0.15562710381488276,4.104126,0.02833299999999994,0.690354048584277
214,2009-09-14 13:30:00,4.008294,4.191625,4.0041269999999995,4.178292,2.717679135,3.8312436966253416,3.106705670000002,81614076,94834258.4,68.58581161694767,0.8605969759974418,0.163594827861162,4.104292,-0.0959979999999998,-2.3389661359376914
215,2009-09-15 13:30:00,4.198291,4.284123999999999,4.123292,4.237458,2.72372491,3.8699307731372135,3.1260638100000016,108474616,95379301.0,70.14373504588063,1.1372972423020795,0.16290412089587153,4.178292,0.019999000000000322,0.4786405545615367
216,2009-09-16 13:30:00,4.289957,4.437456,4.246625,4.4341230000000005,2.730304015,3.9236633661717653,3.1462886100000014,79447872,95416932.8,74.64490188639105,0.83263913090277,0.17217759067190366,4.237458,0.05249900000000007,1.238926733905093
217,2009-09-17 13:30:00,4.417455,4.575787999999999,4.337457,4.406623000000001,2.7407955799999995,3.9696595217744535,3.1668550700000013,133173956,97064659.6,72.98787089682664,1.3720128061933676,0.18871594300392786,4.4341230000000005,-0.016668000000000127,-0.3759029688621656
218,2009-09-18 13:30:00,4.460789,4.469955000000001,4.371624,4.415873,2.750112575,4.01215604351022,3.1876723800000013,81915156,96551311.8,73.20334977646289,0.8484105961157951,0.1661197072529459,4.406623000000001,0.05416599999999949,1.229195236352179
219,2009-09-21 13:30:00,4.320791000000001,4.416623,4.184126,4.384123000000001,2.7583125,4.047581467937818,3.2068221900000013,54317280,94641856.2,71.10661932108957,0.5739245000141914,0.18271403043970952,4.415873,-0.09508199999999967,-2.153186923627551
