time,open,high,low,close,Plot,Plot,52 Week High,52 Week Low,VWAP,200 MA,100 MA,20 EMA,Volume,Volume MA,RSI
1384957800,179.39,179.93,177.98,178.47,NaN,NaN,NaN,NaN,178.7933333,164.2675347,170.0732801,176.9677654,124908601,104290906.9,60.52579232
1385044200,178.97,180.05,178.86,179.91,NaN,NaN,NaN,NaN,179.6066667,164.4122846,170.26028,177.2479783,92841271,105415448.9,64.99041872
1385130600,179.98,180.83,179.77,180.81,NaN,NaN,NaN,NaN,180.47,164.5573346,170.45558,177.5872184,81295887,104798990.4,67.46704203
1385389800,181.13,181.17,180.37,180.63,NaN,NaN,NaN,NaN,180.7233333,164.7016346,170.63168,177.8770071,79485709,104524325,66.45450217
1385476200,180.72,181.22,180.405,180.68,NaN,NaN,NaN,NaN,180.7683333,164.8449346,170.7990299,178.1439588,86993560,104503935.8,66.60443318
1385562600,180.87,181.24,180.65,181.12,NaN,NaN,NaN,NaN,181.0033333,164.9897796,170.9589299,178.4273913,58800056,100443846.9,67.96148655
1385735400,181.32,181.75,180.8,181,NaN,NaN,NaN,NaN,181.1833333,165.1333297,171.1170099,178.6724017,55870903,96547621.15,67.15993469
1385994600,181.09,181.43,180.25,180.53,NaN,NaN,NaN,NaN,180.7366667,165.2754297,171.2479099,178.8493158,99725781,94393657.7,63.97723599
1386081000,179.94,180.39,179.17,179.75,NaN,NaN,NaN,NaN,179.77,165.4079297,171.37031,178.9350953,116563302,95937984.15,58.98168002
1386167400,179.1,180.48,178.35,179.73,NaN,NaN,NaN,NaN,179.52,165.5498797,171.48606,179.0108005,123032637,97798377.1,58.85478045
1386253800,179.41,179.74,178.7701,178.94,NaN,NaN,NaN,NaN,179.1500333,165.6924797,171.6002101,179.0040576,106934067,98777694.05,53.91992854
1386340200,180.67,181.11,180.15,180.94,NaN,NaN,NaN,NaN,180.7333333,165.8377297,171.7301091,179.188433,127727518,97314048.85,62.49389745
1386599400,181.47,181.67,181.16,181.4,NaN,NaN,NaN,NaN,181.41,165.9997297,171.8554091,179.3990585,70123608,93984598.1,64.14629783
1386685800,180.98,181.36,180.635,180.75,NaN,NaN,NaN,NaN,180.915,166.1533797,171.9712091,179.5277196,80976207,94902692.15,60.11594353
1386772200,180.81,180.85,178.5,178.72,NaN,NaN,NaN,NaN,179.3566667,166.2874297,172.0634091,179.4507939,130590810,97232751.8,49.62848988
1386858600,178.64,178.86,177.76,178.13,NaN,NaN,NaN,NaN,178.25,166.4200297,172.1533091,179.325004,115564840,97818780.5,47.0589056
1386945000,178.5,178.66,177.77,178.11,NaN,NaN,NaN,NaN,178.18,166.5500297,172.2492091,179.2092893,107807610,98037399.1,46.97012538
1387204200,178.95,179.81,178.9,179.216,NaN,NaN,NaN,NaN,179.3086667,166.6815097,172.3520692,179.2099284,96194790,97706229.1,52.32639222
1387290600,179.36,179.41,178.25,178.65,NaN,NaN,NaN,NaN,178.77,166.8033097,172.4474692,179.1566019,89886224,96960739.85,49.56719987
1387377000,178.92,181.73,177.32,181.7,NaN,NaN,NaN,NaN,180.25,166.9393097,172.5785692,179.3988303,234906482,104011493.2,61.38393067
1387463400,181.19,181.7,180.71,181.49,NaN,NaN,NaN,NaN,181.3,167.0728797,172.7075892,179.5979893,136298872,104581006.7,60.33568602
1387549800,180.67,181.99,180.5683,181.56,NaN,NaN,NaN,NaN,181.3727667,167.2034797,172.8360891,179.7848475,197086908,109793288.6,60.57735292
1387809000,182.41,182.64,182.065,182.53,NaN,NaN,NaN,NaN,182.4116667,167.3359797,172.9547891,180.0462906,85597541,110008371.3,63.86304704
1387895400,182.54,183.01,182.53,182.93,NaN,NaN,NaN,NaN,182.8233333,167.4722298,173.0745891,180.3209296,45368841,108302527.9,65.1528448
1388068200,183.34,183.96,183.32,183.855,NaN,NaN,NaN,NaN,183.7116667,167.6119798,173.2061391,180.6575077,63365227,107121111.2,67.99744458
1388154600,184.1,184.18,183.66,183.845,NaN,NaN,NaN,NaN,183.895,167.7475548,173.3472891,180.9610784,61813841,107271800.5,67.9328826
1388413800,183.87,184.02,183.58,183.82,NaN,NaN,NaN,NaN,183.8066667,167.8875048,173.4936892,181.2333567,56857458,107321128.2,67.75966971
1388500200,184.07,184.69,183.93,184.69,NaN,NaN,NaN,NaN,184.4366667,168.0361048,173.6425892,181.5625608,86247638,106647221.1,70.57175485
